# Finite Temperature QED corrections for d2P_int/dT2. [d2P_int/dT2] = MeV^2
# Using the results from Escudero, Jackson, Laine and Sandner 2025.XXXXX with me = 0.51099895, alpha = 1/137.035999084. Previous versions used results from Mangano et al astro-ph/0111408 (LO) and Bennett et al 1911.04504 (NLO).
# T (MeV)           dP2_int/dT2 (e^2)    dP2_int/dT2 (e^3)    dP2_int/dT2 (e^4)    dP2_int/dT2 (e^5)    
2.285358E-01        -5.132482E-04        6.747073E-05        -1.524461E-06        -3.034247E-07        
2.283305E-01        -5.118213E-04        6.730638E-05        -1.521210E-06        -3.030141E-07        
2.281254E-01        -5.103978E-04        6.714233E-05        -1.517967E-06        -3.026038E-07        
2.279204E-01        -5.089775E-04        6.697858E-05        -1.514733E-06        -3.021937E-07        
2.277157E-01        -5.075605E-04        6.681512E-05        -1.511508E-06        -3.017838E-07        
2.275111E-01        -5.061467E-04        6.665196E-05        -1.508290E-06        -3.013742E-07        
2.273067E-01        -5.047362E-04        6.648910E-05        -1.505082E-06        -3.009647E-07        
2.271026E-01        -5.033289E-04        6.632654E-05        -1.501881E-06        -3.005555E-07        
2.268985E-01        -5.019249E-04        6.616427E-05        -1.498689E-06        -3.001466E-07        
2.266947E-01        -5.005241E-04        6.600229E-05        -1.495506E-06        -2.997378E-07        
2.264911E-01        -4.991266E-04        6.584061E-05        -1.492330E-06        -2.993293E-07        
2.262876E-01        -4.977322E-04        6.567922E-05        -1.489163E-06        -2.989211E-07        
2.260843E-01        -4.963411E-04        6.551813E-05        -1.486004E-06        -2.985130E-07        
2.258812E-01        -4.949532E-04        6.535733E-05        -1.482853E-06        -2.981052E-07        
2.256783E-01        -4.935685E-04        6.519683E-05        -1.479711E-06        -2.976976E-07        
2.254756E-01        -4.921869E-04        6.503662E-05        -1.476577E-06        -2.972902E-07        
2.252730E-01        -4.908086E-04        6.487669E-05        -1.473451E-06        -2.968831E-07        
2.250707E-01        -4.894335E-04        6.471707E-05        -1.470333E-06        -2.964762E-07        
2.248685E-01        -4.880615E-04        6.455773E-05        -1.467223E-06        -2.960695E-07        
2.246665E-01        -4.866927E-04        6.439868E-05        -1.464121E-06        -2.956631E-07        
2.244647E-01        -4.853271E-04        6.423992E-05        -1.461028E-06        -2.952569E-07        
2.242630E-01        -4.839647E-04        6.408146E-05        -1.457942E-06        -2.948509E-07        
2.240616E-01        -4.826054E-04        6.392328E-05        -1.454865E-06        -2.944452E-07        
2.238603E-01        -4.812492E-04        6.376539E-05        -1.451795E-06        -2.940397E-07        
2.236592E-01        -4.798962E-04        6.360779E-05        -1.448734E-06        -2.936344E-07        
2.234583E-01        -4.785464E-04        6.345048E-05        -1.445680E-06        -2.932294E-07        
2.232575E-01        -4.771996E-04        6.329346E-05        -1.442635E-06        -2.928246E-07        
2.230570E-01        -4.758560E-04        6.313672E-05        -1.439597E-06        -2.924200E-07        
2.228566E-01        -4.745156E-04        6.298028E-05        -1.436567E-06        -2.920156E-07        
2.226564E-01        -4.731782E-04        6.282411E-05        -1.433546E-06        -2.916115E-07        
2.224564E-01        -4.718439E-04        6.266824E-05        -1.430532E-06        -2.912077E-07        
2.222566E-01        -4.705128E-04        6.251265E-05        -1.427526E-06        -2.908040E-07        
2.220569E-01        -4.691847E-04        6.235734E-05        -1.424527E-06        -2.904006E-07        
2.218574E-01        -4.678598E-04        6.220233E-05        -1.421537E-06        -2.899975E-07        
2.216581E-01        -4.665379E-04        6.204759E-05        -1.418554E-06        -2.895945E-07        
2.214590E-01        -4.652191E-04        6.189314E-05        -1.415579E-06        -2.891918E-07        
2.212601E-01        -4.639034E-04        6.173897E-05        -1.412612E-06        -2.887894E-07        
2.210613E-01        -4.625908E-04        6.158509E-05        -1.409653E-06        -2.883872E-07        
2.208627E-01        -4.612812E-04        6.143149E-05        -1.406701E-06        -2.879852E-07        
2.206643E-01        -4.599747E-04        6.127817E-05        -1.403757E-06        -2.875834E-07        
2.204661E-01        -4.586712E-04        6.112514E-05        -1.400820E-06        -2.871819E-07        
2.202680E-01        -4.573708E-04        6.097238E-05        -1.397892E-06        -2.867807E-07        
2.200702E-01        -4.560734E-04        6.081991E-05        -1.394971E-06        -2.863796E-07        
2.198725E-01        -4.547791E-04        6.066772E-05        -1.392057E-06        -2.859788E-07        
2.196750E-01        -4.534877E-04        6.051581E-05        -1.389151E-06        -2.855783E-07        
2.194776E-01        -4.521995E-04        6.036418E-05        -1.386253E-06        -2.851780E-07        
2.192805E-01        -4.509142E-04        6.021283E-05        -1.383362E-06        -2.847779E-07        
2.190835E-01        -4.496319E-04        6.006175E-05        -1.380478E-06        -2.843781E-07        
2.188867E-01        -4.483527E-04        5.991096E-05        -1.377603E-06        -2.839785E-07        
2.186901E-01        -4.470764E-04        5.976045E-05        -1.374734E-06        -2.835791E-07        
2.184936E-01        -4.458032E-04        5.961021E-05        -1.371873E-06        -2.831800E-07        
2.182973E-01        -4.445329E-04        5.946025E-05        -1.369020E-06        -2.827811E-07        
2.181012E-01        -4.432656E-04        5.931057E-05        -1.366174E-06        -2.823825E-07        
2.179053E-01        -4.420013E-04        5.916117E-05        -1.363335E-06        -2.819841E-07        
2.177096E-01        -4.407400E-04        5.901204E-05        -1.360504E-06        -2.815860E-07        
2.175140E-01        -4.394816E-04        5.886319E-05        -1.357680E-06        -2.811881E-07        
2.173186E-01        -4.382262E-04        5.871461E-05        -1.354863E-06        -2.807904E-07        
2.171234E-01        -4.369738E-04        5.856631E-05        -1.352054E-06        -2.803930E-07        
2.169283E-01        -4.357243E-04        5.841829E-05        -1.349252E-06        -2.799958E-07        
2.167335E-01        -4.344778E-04        5.827053E-05        -1.346458E-06        -2.795989E-07        
2.165388E-01        -4.332342E-04        5.812306E-05        -1.343670E-06        -2.792022E-07        
2.163442E-01        -4.319935E-04        5.797586E-05        -1.340890E-06        -2.788058E-07        
2.161499E-01        -4.307558E-04        5.782893E-05        -1.338117E-06        -2.784096E-07        
2.159557E-01        -4.295210E-04        5.768227E-05        -1.335351E-06        -2.780136E-07        
2.157617E-01        -4.282891E-04        5.753589E-05        -1.332593E-06        -2.776179E-07        
2.155679E-01        -4.270601E-04        5.738977E-05        -1.329841E-06        -2.772225E-07        
2.153743E-01        -4.258340E-04        5.724393E-05        -1.327097E-06        -2.768272E-07        
2.151808E-01        -4.246108E-04        5.709837E-05        -1.324360E-06        -2.764323E-07        
2.149875E-01        -4.233906E-04        5.695307E-05        -1.321630E-06        -2.760375E-07        
2.147944E-01        -4.221732E-04        5.680804E-05        -1.318907E-06        -2.756431E-07        
2.146014E-01        -4.209587E-04        5.666329E-05        -1.316191E-06        -2.752488E-07        
2.144086E-01        -4.197471E-04        5.651880E-05        -1.313482E-06        -2.748549E-07        
2.142160E-01        -4.185383E-04        5.637459E-05        -1.310780E-06        -2.744611E-07        
2.140236E-01        -4.173324E-04        5.623064E-05        -1.308085E-06        -2.740676E-07        
2.138313E-01        -4.161294E-04        5.608696E-05        -1.305397E-06        -2.736744E-07        
2.136392E-01        -4.149293E-04        5.594355E-05        -1.302716E-06        -2.732814E-07        
2.134473E-01        -4.137320E-04        5.580041E-05        -1.300042E-06        -2.728887E-07        
2.132556E-01        -4.125375E-04        5.565754E-05        -1.297375E-06        -2.724962E-07        
2.130640E-01        -4.113459E-04        5.551493E-05        -1.294715E-06        -2.721039E-07        
2.128726E-01        -4.101572E-04        5.537259E-05        -1.292062E-06        -2.717119E-07        
2.126814E-01        -4.089712E-04        5.523052E-05        -1.289416E-06        -2.713202E-07        
2.124903E-01        -4.077881E-04        5.508871E-05        -1.286776E-06        -2.709287E-07        
2.122994E-01        -4.066078E-04        5.494717E-05        -1.284144E-06        -2.705375E-07        
2.121087E-01        -4.054303E-04        5.480589E-05        -1.281518E-06        -2.701465E-07        
2.119182E-01        -4.042557E-04        5.466488E-05        -1.278899E-06        -2.697557E-07        
2.117278E-01        -4.030838E-04        5.452414E-05        -1.276286E-06        -2.693652E-07        
2.115376E-01        -4.019147E-04        5.438366E-05        -1.273681E-06        -2.689750E-07        
2.113476E-01        -4.007485E-04        5.424344E-05        -1.271082E-06        -2.685850E-07        
2.111577E-01        -3.995850E-04        5.410349E-05        -1.268490E-06        -2.681953E-07        
2.109680E-01        -3.984243E-04        5.396380E-05        -1.265905E-06        -2.678058E-07        
2.107785E-01        -3.972664E-04        5.382437E-05        -1.263326E-06        -2.674166E-07        
2.105892E-01        -3.961112E-04        5.368521E-05        -1.260754E-06        -2.670276E-07        
2.104000E-01        -3.949588E-04        5.354630E-05        -1.258189E-06        -2.666389E-07        
2.102110E-01        -3.938092E-04        5.340766E-05        -1.255630E-06        -2.662504E-07        
2.100222E-01        -3.926624E-04        5.326928E-05        -1.253078E-06        -2.658622E-07        
2.098335E-01        -3.915183E-04        5.313117E-05        -1.250533E-06        -2.654743E-07        
2.096450E-01        -3.903769E-04        5.299331E-05        -1.247994E-06        -2.650866E-07        
2.094567E-01        -3.892383E-04        5.285571E-05        -1.245461E-06        -2.646991E-07        
2.092685E-01        -3.881024E-04        5.271838E-05        -1.242936E-06        -2.643119E-07        
2.090805E-01        -3.869693E-04        5.258130E-05        -1.240416E-06        -2.639250E-07        
2.088927E-01        -3.858389E-04        5.244448E-05        -1.237904E-06        -2.635383E-07        
2.087051E-01        -3.847112E-04        5.230792E-05        -1.235397E-06        -2.631519E-07        
2.085176E-01        -3.835862E-04        5.217162E-05        -1.232898E-06        -2.627657E-07        
2.083303E-01        -3.824639E-04        5.203558E-05        -1.230404E-06        -2.623798E-07        
2.081431E-01        -3.813443E-04        5.189980E-05        -1.227917E-06        -2.619942E-07        
2.079561E-01        -3.802275E-04        5.176427E-05        -1.225437E-06        -2.616088E-07        
2.077693E-01        -3.791133E-04        5.162900E-05        -1.222963E-06        -2.612236E-07        
2.075827E-01        -3.780018E-04        5.149399E-05        -1.220495E-06        -2.608387E-07        
2.073962E-01        -3.768930E-04        5.135924E-05        -1.218033E-06        -2.604541E-07        
2.072099E-01        -3.757869E-04        5.122474E-05        -1.215578E-06        -2.600698E-07        
2.070238E-01        -3.746834E-04        5.109049E-05        -1.213130E-06        -2.596857E-07        
2.068378E-01        -3.735827E-04        5.095650E-05        -1.210687E-06        -2.593018E-07        
2.066520E-01        -3.724845E-04        5.082277E-05        -1.208251E-06        -2.589182E-07        
2.064663E-01        -3.713891E-04        5.068929E-05        -1.205821E-06        -2.585349E-07        
2.062809E-01        -3.702963E-04        5.055607E-05        -1.203398E-06        -2.581519E-07        
2.060956E-01        -3.692061E-04        5.042310E-05        -1.200981E-06        -2.577691E-07        
2.059104E-01        -3.681186E-04        5.029038E-05        -1.198569E-06        -2.573865E-07        
2.057255E-01        -3.670338E-04        5.015792E-05        -1.196165E-06        -2.570042E-07        
2.055406E-01        -3.659515E-04        5.002571E-05        -1.193766E-06        -2.566222E-07        
2.053560E-01        -3.648719E-04        4.989376E-05        -1.191373E-06        -2.562405E-07        
2.051715E-01        -3.637950E-04        4.976205E-05        -1.188987E-06        -2.558590E-07        
2.049872E-01        -3.627206E-04        4.963060E-05        -1.186607E-06        -2.554778E-07        
2.048031E-01        -3.616489E-04        4.949940E-05        -1.184233E-06        -2.550968E-07        
2.046191E-01        -3.605797E-04        4.936845E-05        -1.181865E-06        -2.547161E-07        
2.044353E-01        -3.595132E-04        4.923775E-05        -1.179503E-06        -2.543356E-07        
2.042516E-01        -3.584492E-04        4.910730E-05        -1.177147E-06        -2.539555E-07        
2.040682E-01        -3.573879E-04        4.897711E-05        -1.174797E-06        -2.535756E-07        
2.038848E-01        -3.563292E-04        4.884716E-05        -1.172453E-06        -2.531959E-07        
2.037017E-01        -3.552730E-04        4.871746E-05        -1.170115E-06        -2.528165E-07        
2.035187E-01        -3.542194E-04        4.858801E-05        -1.167784E-06        -2.524374E-07        
2.033359E-01        -3.531684E-04        4.845881E-05        -1.165458E-06        -2.520586E-07        
2.031532E-01        -3.521199E-04        4.832986E-05        -1.163138E-06        -2.516800E-07        
2.029707E-01        -3.510740E-04        4.820116E-05        -1.160824E-06        -2.513016E-07        
2.027884E-01        -3.500307E-04        4.807271E-05        -1.158516E-06        -2.509236E-07        
2.026062E-01        -3.489899E-04        4.794450E-05        -1.156214E-06        -2.505458E-07        
2.024242E-01        -3.479517E-04        4.781654E-05        -1.153918E-06        -2.501683E-07        
2.022424E-01        -3.469160E-04        4.768883E-05        -1.151628E-06        -2.497910E-07        
2.020607E-01        -3.458829E-04        4.756136E-05        -1.149344E-06        -2.494140E-07        
2.018792E-01        -3.448523E-04        4.743414E-05        -1.147065E-06        -2.490373E-07        
2.016978E-01        -3.438242E-04        4.730717E-05        -1.144793E-06        -2.486609E-07        
2.015166E-01        -3.427987E-04        4.718044E-05        -1.142526E-06        -2.482847E-07        
2.013356E-01        -3.417756E-04        4.705396E-05        -1.140265E-06        -2.479088E-07        
2.011548E-01        -3.407551E-04        4.692772E-05        -1.138009E-06        -2.475331E-07        
2.009741E-01        -3.397371E-04        4.680173E-05        -1.135760E-06        -2.471577E-07        
2.007935E-01        -3.387216E-04        4.667598E-05        -1.133516E-06        -2.467826E-07        
2.006131E-01        -3.377086E-04        4.655048E-05        -1.131278E-06        -2.464078E-07        
2.004329E-01        -3.366981E-04        4.642522E-05        -1.129046E-06        -2.460332E-07        
2.002529E-01        -3.356901E-04        4.630020E-05        -1.126820E-06        -2.456589E-07        
2.000730E-01        -3.346846E-04        4.617543E-05        -1.124599E-06        -2.452849E-07        
1.998933E-01        -3.336815E-04        4.605090E-05        -1.122384E-06        -2.449111E-07        
1.997137E-01        -3.326810E-04        4.592661E-05        -1.120174E-06        -2.445377E-07        
1.995343E-01        -3.316829E-04        4.580256E-05        -1.117970E-06        -2.441645E-07        
1.993550E-01        -3.306872E-04        4.567876E-05        -1.115772E-06        -2.437915E-07        
1.991760E-01        -3.296940E-04        4.555520E-05        -1.113579E-06        -2.434188E-07        
1.989970E-01        -3.287033E-04        4.543187E-05        -1.111392E-06        -2.430464E-07        
1.988183E-01        -3.277151E-04        4.530879E-05        -1.109211E-06        -2.426743E-07        
1.986397E-01        -3.267292E-04        4.518595E-05        -1.107035E-06        -2.423025E-07        
1.984612E-01        -3.257459E-04        4.506335E-05        -1.104864E-06        -2.419309E-07        
1.982829E-01        -3.247649E-04        4.494099E-05        -1.102700E-06        -2.415596E-07        
1.981048E-01        -3.237864E-04        4.481887E-05        -1.100540E-06        -2.411886E-07        
1.979269E-01        -3.228104E-04        4.469699E-05        -1.098387E-06        -2.408178E-07        
1.977491E-01        -3.218367E-04        4.457535E-05        -1.096238E-06        -2.404473E-07        
1.975714E-01        -3.208655E-04        4.445394E-05        -1.094095E-06        -2.400771E-07        
1.973939E-01        -3.198967E-04        4.433278E-05        -1.091958E-06        -2.397072E-07        
1.972166E-01        -3.189302E-04        4.421185E-05        -1.089826E-06        -2.393376E-07        
1.970395E-01        -3.179662E-04        4.409116E-05        -1.087700E-06        -2.389682E-07        
1.968624E-01        -3.170046E-04        4.397071E-05        -1.085578E-06        -2.385991E-07        
1.966856E-01        -3.160454E-04        4.385049E-05        -1.083463E-06        -2.382303E-07        
1.965089E-01        -3.150886E-04        4.373051E-05        -1.081352E-06        -2.378617E-07        
1.963324E-01        -3.141342E-04        4.361077E-05        -1.079247E-06        -2.374934E-07        
1.961560E-01        -3.131821E-04        4.349126E-05        -1.077148E-06        -2.371255E-07        
1.959798E-01        -3.122325E-04        4.337199E-05        -1.075053E-06        -2.367577E-07        
1.958038E-01        -3.112852E-04        4.325296E-05        -1.072964E-06        -2.363903E-07        
1.956279E-01        -3.103402E-04        4.313416E-05        -1.070881E-06        -2.360231E-07        
1.954521E-01        -3.093976E-04        4.301559E-05        -1.068802E-06        -2.356563E-07        
1.952766E-01        -3.084574E-04        4.289726E-05        -1.066729E-06        -2.352897E-07        
1.951011E-01        -3.075196E-04        4.277917E-05        -1.064661E-06        -2.349233E-07        
1.949259E-01        -3.065841E-04        4.266131E-05        -1.062599E-06        -2.345573E-07        
1.947508E-01        -3.056509E-04        4.254368E-05        -1.060541E-06        -2.341915E-07        
1.945758E-01        -3.047201E-04        4.242628E-05        -1.058489E-06        -2.338261E-07        
1.944010E-01        -3.037916E-04        4.230912E-05        -1.056442E-06        -2.334609E-07        
1.942264E-01        -3.028654E-04        4.219219E-05        -1.054400E-06        -2.330959E-07        
1.940519E-01        -3.019416E-04        4.207550E-05        -1.052364E-06        -2.327313E-07        
1.938776E-01        -3.010200E-04        4.195903E-05        -1.050332E-06        -2.323669E-07        
1.937034E-01        -3.001008E-04        4.184280E-05        -1.048306E-06        -2.320029E-07        
1.935294E-01        -2.991840E-04        4.172680E-05        -1.046285E-06        -2.316391E-07        
1.933556E-01        -2.982694E-04        4.161103E-05        -1.044269E-06        -2.312756E-07        
1.931819E-01        -2.973571E-04        4.149549E-05        -1.042258E-06        -2.309123E-07        
1.930083E-01        -2.964471E-04        4.138019E-05        -1.040252E-06        -2.305494E-07        
1.928350E-01        -2.955394E-04        4.126511E-05        -1.038251E-06        -2.301867E-07        
1.926617E-01        -2.946340E-04        4.115026E-05        -1.036255E-06        -2.298244E-07        
1.924887E-01        -2.937309E-04        4.103564E-05        -1.034264E-06        -2.294623E-07        
1.923157E-01        -2.928301E-04        4.092125E-05        -1.032278E-06        -2.291005E-07        
1.921430E-01        -2.919315E-04        4.080710E-05        -1.030298E-06        -2.287389E-07        
1.919704E-01        -2.910353E-04        4.069317E-05        -1.028322E-06        -2.283777E-07        
1.917979E-01        -2.901412E-04        4.057946E-05        -1.026351E-06        -2.280167E-07        
1.916256E-01        -2.892495E-04        4.046599E-05        -1.024385E-06        -2.276561E-07        
1.914535E-01        -2.883600E-04        4.035275E-05        -1.022424E-06        -2.272957E-07        
1.912815E-01        -2.874727E-04        4.023973E-05        -1.020468E-06        -2.269356E-07        
1.911097E-01        -2.865877E-04        4.012694E-05        -1.018517E-06        -2.265758E-07        
1.909380E-01        -2.857050E-04        4.001438E-05        -1.016571E-06        -2.262163E-07        
1.907665E-01        -2.848245E-04        3.990204E-05        -1.014630E-06        -2.258570E-07        
1.905951E-01        -2.839462E-04        3.978993E-05        -1.012694E-06        -2.254981E-07        
1.904239E-01        -2.830702E-04        3.967805E-05        -1.010762E-06        -2.251394E-07        
1.902528E-01        -2.821963E-04        3.956639E-05        -1.008836E-06        -2.247810E-07        
1.900819E-01        -2.813247E-04        3.945496E-05        -1.006914E-06        -2.244229E-07        
1.899112E-01        -2.804554E-04        3.934375E-05        -1.004997E-06        -2.240651E-07        
1.897406E-01        -2.795882E-04        3.923277E-05        -1.003085E-06        -2.237076E-07        
1.895701E-01        -2.787232E-04        3.912201E-05        -1.001178E-06        -2.233504E-07        
1.893998E-01        -2.778605E-04        3.901148E-05        -9.992751E-07        -2.229935E-07        
1.892297E-01        -2.769999E-04        3.890117E-05        -9.973773E-07        -2.226368E-07        
1.890597E-01        -2.761416E-04        3.879109E-05        -9.954843E-07        -2.222805E-07        
1.888899E-01        -2.752854E-04        3.868123E-05        -9.935960E-07        -2.219244E-07        
1.887202E-01        -2.744314E-04        3.857159E-05        -9.917125E-07        -2.215687E-07        
1.885507E-01        -2.735796E-04        3.846218E-05        -9.898337E-07        -2.212132E-07        
1.883813E-01        -2.727300E-04        3.835299E-05        -9.879595E-07        -2.208580E-07        
1.882121E-01        -2.718826E-04        3.824402E-05        -9.860901E-07        -2.205031E-07        
1.880430E-01        -2.710373E-04        3.813527E-05        -9.842253E-07        -2.201485E-07        
1.878741E-01        -2.701942E-04        3.802675E-05        -9.823652E-07        -2.197942E-07        
1.877053E-01        -2.693533E-04        3.791845E-05        -9.805097E-07        -2.194402E-07        
1.875367E-01        -2.685145E-04        3.781037E-05        -9.786589E-07        -2.190864E-07        
1.873682E-01        -2.676778E-04        3.770251E-05        -9.768127E-07        -2.187330E-07        
1.871999E-01        -2.668433E-04        3.759487E-05        -9.749711E-07        -2.183799E-07        
1.870317E-01        -2.660110E-04        3.748745E-05        -9.731341E-07        -2.180270E-07        
1.868637E-01        -2.651808E-04        3.738025E-05        -9.713017E-07        -2.176745E-07        
1.866958E-01        -2.643527E-04        3.727327E-05        -9.694738E-07        -2.173222E-07        
1.865281E-01        -2.635268E-04        3.716651E-05        -9.676505E-07        -2.169702E-07        
1.863606E-01        -2.627029E-04        3.705997E-05        -9.658317E-07        -2.166186E-07        
1.861932E-01        -2.618812E-04        3.695365E-05        -9.640175E-07        -2.162672E-07        
1.860259E-01        -2.610617E-04        3.684755E-05        -9.622078E-07        -2.159161E-07        
1.858588E-01        -2.602442E-04        3.674167E-05        -9.604025E-07        -2.155653E-07        
1.856918E-01        -2.594288E-04        3.663600E-05        -9.586018E-07        -2.152148E-07        
1.855250E-01        -2.586156E-04        3.653055E-05        -9.568055E-07        -2.148647E-07        
1.853584E-01        -2.578044E-04        3.642533E-05        -9.550137E-07        -2.145148E-07        
1.851918E-01        -2.569954E-04        3.632031E-05        -9.532264E-07        -2.141652E-07        
1.850255E-01        -2.561884E-04        3.621552E-05        -9.514435E-07        -2.138159E-07        
1.848593E-01        -2.553836E-04        3.611094E-05        -9.496650E-07        -2.134669E-07        
1.846932E-01        -2.545808E-04        3.600658E-05        -9.478909E-07        -2.131182E-07        
1.845273E-01        -2.537801E-04        3.590244E-05        -9.461213E-07        -2.127698E-07        
1.843615E-01        -2.529814E-04        3.579851E-05        -9.443560E-07        -2.124217E-07        
1.841959E-01        -2.521849E-04        3.569479E-05        -9.425950E-07        -2.120738E-07        
1.840305E-01        -2.513904E-04        3.559130E-05        -9.408385E-07        -2.117263E-07        
1.838651E-01        -2.505979E-04        3.548801E-05        -9.390863E-07        -2.113791E-07        
1.837000E-01        -2.498076E-04        3.538495E-05        -9.373384E-07        -2.110322E-07        
1.835350E-01        -2.490192E-04        3.528209E-05        -9.355948E-07        -2.106856E-07        
1.833701E-01        -2.482330E-04        3.517946E-05        -9.338556E-07        -2.103393E-07        
1.832054E-01        -2.474488E-04        3.507703E-05        -9.321206E-07        -2.099933E-07        
1.830408E-01        -2.466666E-04        3.497482E-05        -9.303900E-07        -2.096476E-07        
1.828763E-01        -2.458864E-04        3.487283E-05        -9.286636E-07        -2.093022E-07        
1.827121E-01        -2.451083E-04        3.477104E-05        -9.269414E-07        -2.089571E-07        
1.825479E-01        -2.443322E-04        3.466947E-05        -9.252235E-07        -2.086123E-07        
1.823839E-01        -2.435582E-04        3.456811E-05        -9.235099E-07        -2.082678E-07        
1.822201E-01        -2.427862E-04        3.446697E-05        -9.218005E-07        -2.079236E-07        
1.820564E-01        -2.420161E-04        3.436604E-05        -9.200952E-07        -2.075797E-07        
1.818929E-01        -2.412481E-04        3.426532E-05        -9.183942E-07        -2.072361E-07        
1.817295E-01        -2.404821E-04        3.416481E-05        -9.166974E-07        -2.068928E-07        
1.815662E-01        -2.397181E-04        3.406451E-05        -9.150047E-07        -2.065498E-07        
1.814031E-01        -2.389562E-04        3.396442E-05        -9.133162E-07        -2.062071E-07        
1.812402E-01        -2.381962E-04        3.386455E-05        -9.116318E-07        -2.058648E-07        
1.810774E-01        -2.374382E-04        3.376488E-05        -9.099516E-07        -2.055227E-07        
1.809147E-01        -2.366822E-04        3.366543E-05        -9.082755E-07        -2.051809E-07        
1.807522E-01        -2.359281E-04        3.356618E-05        -9.066035E-07        -2.048394E-07        
1.805898E-01        -2.351761E-04        3.346715E-05        -9.049356E-07        -2.044983E-07        
1.804276E-01        -2.344260E-04        3.336832E-05        -9.032718E-07        -2.041574E-07        
1.802655E-01        -2.336779E-04        3.326971E-05        -9.016121E-07        -2.038169E-07        
1.801036E-01        -2.329318E-04        3.317130E-05        -8.999565E-07        -2.034767E-07        
1.799418E-01        -2.321876E-04        3.307310E-05        -8.983048E-07        -2.031367E-07        
1.797801E-01        -2.314454E-04        3.297511E-05        -8.966573E-07        -2.027971E-07        
1.796186E-01        -2.307052E-04        3.287733E-05        -8.950137E-07        -2.024578E-07        
1.794573E-01        -2.299669E-04        3.277976E-05        -8.933742E-07        -2.021188E-07        
1.792961E-01        -2.292305E-04        3.268239E-05        -8.917387E-07        -2.017801E-07        
1.791350E-01        -2.284961E-04        3.258524E-05        -8.901072E-07        -2.014417E-07        
1.789741E-01        -2.277636E-04        3.248828E-05        -8.884796E-07        -2.011036E-07        
1.788133E-01        -2.270331E-04        3.239154E-05        -8.868561E-07        -2.007658E-07        
1.786527E-01        -2.263045E-04        3.229500E-05        -8.852365E-07        -2.004283E-07        
1.784922E-01        -2.255778E-04        3.219867E-05        -8.836208E-07        -2.000912E-07        
1.783318E-01        -2.248531E-04        3.210255E-05        -8.820091E-07        -1.997543E-07        
1.781716E-01        -2.241303E-04        3.200663E-05        -8.804013E-07        -1.994178E-07        
1.780116E-01        -2.234094E-04        3.191091E-05        -8.787974E-07        -1.990815E-07        
1.778517E-01        -2.226904E-04        3.181541E-05        -8.771974E-07        -1.987456E-07        
1.776919E-01        -2.219733E-04        3.172010E-05        -8.756012E-07        -1.984100E-07        
1.775323E-01        -2.212581E-04        3.162501E-05        -8.740090E-07        -1.980747E-07        
1.773728E-01        -2.205448E-04        3.153011E-05        -8.724207E-07        -1.977397E-07        
1.772135E-01        -2.198334E-04        3.143542E-05        -8.708361E-07        -1.974051E-07        
1.770543E-01        -2.191239E-04        3.134094E-05        -8.692555E-07        -1.970707E-07        
1.768952E-01        -2.184163E-04        3.124666E-05        -8.676786E-07        -1.967366E-07        
1.767363E-01        -2.177106E-04        3.115258E-05        -8.661056E-07        -1.964029E-07        
1.765776E-01        -2.170067E-04        3.105870E-05        -8.645364E-07        -1.960695E-07        
1.764189E-01        -2.163048E-04        3.096503E-05        -8.629710E-07        -1.957364E-07        
1.762605E-01        -2.156047E-04        3.087156E-05        -8.614094E-07        -1.954036E-07        
1.761021E-01        -2.149065E-04        3.077830E-05        -8.598515E-07        -1.950711E-07        
1.759439E-01        -2.142101E-04        3.068523E-05        -8.582974E-07        -1.947389E-07        
1.757859E-01        -2.135156E-04        3.059237E-05        -8.567471E-07        -1.944071E-07        
1.756280E-01        -2.128230E-04        3.049971E-05        -8.552005E-07        -1.940755E-07        
1.754702E-01        -2.121322E-04        3.040725E-05        -8.536577E-07        -1.937443E-07        
1.753126E-01        -2.114432E-04        3.031499E-05        -8.521185E-07        -1.934134E-07        
1.751551E-01        -2.107561E-04        3.022294E-05        -8.505831E-07        -1.930828E-07        
1.749977E-01        -2.100709E-04        3.013108E-05        -8.490514E-07        -1.927525E-07        
1.748405E-01        -2.093875E-04        3.003942E-05        -8.475233E-07        -1.924225E-07        
1.746835E-01        -2.087059E-04        2.994797E-05        -8.459990E-07        -1.920929E-07        
1.745265E-01        -2.080262E-04        2.985671E-05        -8.444783E-07        -1.917635E-07        
1.743698E-01        -2.073482E-04        2.976566E-05        -8.429612E-07        -1.914345E-07        
1.742131E-01        -2.066721E-04        2.967480E-05        -8.414478E-07        -1.911058E-07        
1.740566E-01        -2.059979E-04        2.958414E-05        -8.399380E-07        -1.907774E-07        
1.739003E-01        -2.053254E-04        2.949368E-05        -8.384319E-07        -1.904494E-07        
1.737440E-01        -2.046547E-04        2.940342E-05        -8.369293E-07        -1.901216E-07        
1.735880E-01        -2.039859E-04        2.931336E-05        -8.354304E-07        -1.897942E-07        
1.734320E-01        -2.033188E-04        2.922350E-05        -8.339351E-07        -1.894671E-07        
1.732762E-01        -2.026536E-04        2.913383E-05        -8.324433E-07        -1.891403E-07        
1.731206E-01        -2.019902E-04        2.904437E-05        -8.309551E-07        -1.888138E-07        
1.729651E-01        -2.013285E-04        2.895510E-05        -8.294704E-07        -1.884877E-07        
1.728097E-01        -2.006686E-04        2.886602E-05        -8.279893E-07        -1.881618E-07        
1.726544E-01        -2.000106E-04        2.877715E-05        -8.265118E-07        -1.878363E-07        
