# Finite Temperature QED corrections for d2P_int/dT2. [d2P_int/dT2] = MeV^2
# Using the results from Escudero, Jackson, Laine and Sandner 2025.XXXXX with me = 0.51099895, alpha = 1/137.035999084. Previous versions used results from Mangano et al astro-ph/0111408 (LO) and Bennett et al 1911.04504 (NLO).
# T (MeV)           dP2_int/dT2 (e^2)    dP2_int/dT2 (e^3)    dP2_int/dT2 (e^4)    dP2_int/dT2 (e^5)    
3.079499E+01        -1.811530E+01        1.613194E+00        -1.647991E-01        1.311342E-02        
3.076733E+01        -1.808277E+01        1.610297E+00        -1.644779E-01        1.308651E-02        
3.073969E+01        -1.805029E+01        1.607405E+00        -1.641574E-01        1.305966E-02        
3.071207E+01        -1.801787E+01        1.604519E+00        -1.638375E-01        1.303285E-02        
3.068448E+01        -1.798551E+01        1.601637E+00        -1.635182E-01        1.300610E-02        
3.065692E+01        -1.795321E+01        1.598761E+00        -1.631995E-01        1.297941E-02        
3.062938E+01        -1.792097E+01        1.595890E+00        -1.628815E-01        1.295277E-02        
3.060187E+01        -1.788878E+01        1.593024E+00        -1.625641E-01        1.292618E-02        
3.057438E+01        -1.785665E+01        1.590163E+00        -1.622472E-01        1.289965E-02        
3.054691E+01        -1.782458E+01        1.587307E+00        -1.619310E-01        1.287317E-02        
3.051947E+01        -1.779257E+01        1.584457E+00        -1.616155E-01        1.284674E-02        
3.049205E+01        -1.776061E+01        1.581611E+00        -1.613005E-01        1.282037E-02        
3.046466E+01        -1.772871E+01        1.578771E+00        -1.609861E-01        1.279405E-02        
3.043730E+01        -1.769687E+01        1.575936E+00        -1.606723E-01        1.276779E-02        
3.040995E+01        -1.766509E+01        1.573106E+00        -1.603592E-01        1.274157E-02        
3.038264E+01        -1.763336E+01        1.570281E+00        -1.600466E-01        1.271541E-02        
3.035534E+01        -1.760169E+01        1.567461E+00        -1.597347E-01        1.268931E-02        
3.032807E+01        -1.757008E+01        1.564646E+00        -1.594234E-01        1.266325E-02        
3.030083E+01        -1.753852E+01        1.561836E+00        -1.591126E-01        1.263725E-02        
3.027361E+01        -1.750702E+01        1.559031E+00        -1.588025E-01        1.261130E-02        
3.024641E+01        -1.747558E+01        1.556231E+00        -1.584930E-01        1.258540E-02        
3.021924E+01        -1.744420E+01        1.553436E+00        -1.581840E-01        1.255956E-02        
3.019210E+01        -1.741287E+01        1.550647E+00        -1.578757E-01        1.253377E-02        
3.016497E+01        -1.738159E+01        1.547862E+00        -1.575680E-01        1.250803E-02        
3.013788E+01        -1.735037E+01        1.545082E+00        -1.572608E-01        1.248234E-02        
3.011080E+01        -1.731921E+01        1.542308E+00        -1.569543E-01        1.245670E-02        
3.008375E+01        -1.728811E+01        1.539538E+00        -1.566483E-01        1.243112E-02        
3.005673E+01        -1.725706E+01        1.536773E+00        -1.563430E-01        1.240559E-02        
3.002973E+01        -1.722606E+01        1.534013E+00        -1.560382E-01        1.238010E-02        
3.000275E+01        -1.719512E+01        1.531258E+00        -1.557340E-01        1.235467E-02        
2.997580E+01        -1.716424E+01        1.528508E+00        -1.554305E-01        1.232930E-02        
2.994887E+01        -1.713341E+01        1.525763E+00        -1.551275E-01        1.230397E-02        
2.992197E+01        -1.710264E+01        1.523023E+00        -1.548250E-01        1.227869E-02        
2.989509E+01        -1.707193E+01        1.520288E+00        -1.545232E-01        1.225347E-02        
2.986824E+01        -1.704126E+01        1.517558E+00        -1.542220E-01        1.222830E-02        
2.984140E+01        -1.701066E+01        1.514833E+00        -1.539213E-01        1.220317E-02        
2.981460E+01        -1.698011E+01        1.512112E+00        -1.536213E-01        1.217810E-02        
2.978781E+01        -1.694961E+01        1.509397E+00        -1.533218E-01        1.215308E-02        
2.976106E+01        -1.691917E+01        1.506686E+00        -1.530228E-01        1.212811E-02        
2.973432E+01        -1.688878E+01        1.503981E+00        -1.527245E-01        1.210319E-02        
2.970761E+01        -1.685845E+01        1.501280E+00        -1.524268E-01        1.207832E-02        
2.968092E+01        -1.682817E+01        1.498584E+00        -1.521296E-01        1.205350E-02        
2.965426E+01        -1.679795E+01        1.495892E+00        -1.518330E-01        1.202873E-02        
2.962762E+01        -1.676778E+01        1.493206E+00        -1.515369E-01        1.200401E-02        
2.960101E+01        -1.673766E+01        1.490524E+00        -1.512415E-01        1.197934E-02        
2.957442E+01        -1.670760E+01        1.487848E+00        -1.509466E-01        1.195472E-02        
2.954785E+01        -1.667759E+01        1.485176E+00        -1.506523E-01        1.193016E-02        
2.952130E+01        -1.664764E+01        1.482508E+00        -1.503586E-01        1.190564E-02        
2.949479E+01        -1.661774E+01        1.479846E+00        -1.500654E-01        1.188117E-02        
2.946829E+01        -1.658789E+01        1.477189E+00        -1.497728E-01        1.185675E-02        
2.944182E+01        -1.655810E+01        1.474536E+00        -1.494807E-01        1.183237E-02        
2.941537E+01        -1.652836E+01        1.471888E+00        -1.491893E-01        1.180805E-02        
2.938895E+01        -1.649868E+01        1.469244E+00        -1.488984E-01        1.178378E-02        
2.936255E+01        -1.646905E+01        1.466606E+00        -1.486080E-01        1.175956E-02        
2.933617E+01        -1.643947E+01        1.463972E+00        -1.483182E-01        1.173538E-02        
2.930982E+01        -1.640994E+01        1.461343E+00        -1.480290E-01        1.171126E-02        
2.928349E+01        -1.638047E+01        1.458719E+00        -1.477404E-01        1.168718E-02        
2.925718E+01        -1.635105E+01        1.456099E+00        -1.474523E-01        1.166315E-02        
2.923090E+01        -1.632168E+01        1.453484E+00        -1.471647E-01        1.163917E-02        
2.920464E+01        -1.629237E+01        1.450874E+00        -1.468777E-01        1.161524E-02        
2.917840E+01        -1.626311E+01        1.448268E+00        -1.465913E-01        1.159136E-02        
2.915219E+01        -1.623390E+01        1.445667E+00        -1.463054E-01        1.156752E-02        
2.912600E+01        -1.620474E+01        1.443071E+00        -1.460201E-01        1.154374E-02        
2.909984E+01        -1.617564E+01        1.440480E+00        -1.457353E-01        1.152000E-02        
2.907370E+01        -1.614658E+01        1.437893E+00        -1.454511E-01        1.149631E-02        
2.904758E+01        -1.611758E+01        1.435311E+00        -1.451675E-01        1.147267E-02        
2.902149E+01        -1.608864E+01        1.432733E+00        -1.448844E-01        1.144907E-02        
2.899542E+01        -1.605974E+01        1.430160E+00        -1.446018E-01        1.142553E-02        
2.896937E+01        -1.603090E+01        1.427592E+00        -1.443198E-01        1.140203E-02        
2.894335E+01        -1.600210E+01        1.425028E+00        -1.440383E-01        1.137858E-02        
2.891735E+01        -1.597336E+01        1.422469E+00        -1.437574E-01        1.135517E-02        
2.889137E+01        -1.594468E+01        1.419914E+00        -1.434770E-01        1.133182E-02        
2.886542E+01        -1.591604E+01        1.417364E+00        -1.431972E-01        1.130851E-02        
2.883949E+01        -1.588745E+01        1.414819E+00        -1.429179E-01        1.128524E-02        
2.881358E+01        -1.585892E+01        1.412278E+00        -1.426391E-01        1.126203E-02        
2.878770E+01        -1.583044E+01        1.409742E+00        -1.423609E-01        1.123886E-02        
2.876183E+01        -1.580200E+01        1.407210E+00        -1.420832E-01        1.121574E-02        
2.873600E+01        -1.577362E+01        1.404683E+00        -1.418061E-01        1.119267E-02        
2.871018E+01        -1.574529E+01        1.402161E+00        -1.415295E-01        1.116964E-02        
2.868439E+01        -1.571701E+01        1.399643E+00        -1.412534E-01        1.114666E-02        
2.865863E+01        -1.568878E+01        1.397129E+00        -1.409779E-01        1.112372E-02        
2.863288E+01        -1.566061E+01        1.394620E+00        -1.407029E-01        1.110083E-02        
2.860716E+01        -1.563248E+01        1.392115E+00        -1.404284E-01        1.107799E-02        
2.858146E+01        -1.560440E+01        1.389615E+00        -1.401545E-01        1.105520E-02        
2.855579E+01        -1.557638E+01        1.387120E+00        -1.398811E-01        1.103245E-02        
2.853013E+01        -1.554840E+01        1.384629E+00        -1.396082E-01        1.100975E-02        
2.850450E+01        -1.552048E+01        1.382142E+00        -1.393359E-01        1.098709E-02        
2.847890E+01        -1.549260E+01        1.379660E+00        -1.390641E-01        1.096448E-02        
2.845332E+01        -1.546478E+01        1.377182E+00        -1.387928E-01        1.094191E-02        
2.842776E+01        -1.543700E+01        1.374709E+00        -1.385221E-01        1.091939E-02        
2.840222E+01        -1.540927E+01        1.372240E+00        -1.382518E-01        1.089692E-02        
2.837670E+01        -1.538160E+01        1.369776E+00        -1.379821E-01        1.087449E-02        
2.835121E+01        -1.535397E+01        1.367316E+00        -1.377129E-01        1.085210E-02        
2.832574E+01        -1.532640E+01        1.364861E+00        -1.374443E-01        1.082977E-02        
2.830030E+01        -1.529887E+01        1.362410E+00        -1.371761E-01        1.080747E-02        
2.827488E+01        -1.527139E+01        1.359963E+00        -1.369085E-01        1.078523E-02        
2.824948E+01        -1.524396E+01        1.357521E+00        -1.366414E-01        1.076302E-02        
2.822410E+01        -1.521659E+01        1.355083E+00        -1.363748E-01        1.074087E-02        
2.819875E+01        -1.518926E+01        1.352649E+00        -1.361087E-01        1.071875E-02        
2.817341E+01        -1.516198E+01        1.350220E+00        -1.358432E-01        1.069668E-02        
2.814811E+01        -1.513474E+01        1.347795E+00        -1.355781E-01        1.067466E-02        
2.812282E+01        -1.510756E+01        1.345375E+00        -1.353136E-01        1.065268E-02        
2.809756E+01        -1.508043E+01        1.342959E+00        -1.350496E-01        1.063075E-02        
2.807232E+01        -1.505334E+01        1.340547E+00        -1.347861E-01        1.060886E-02        
2.804710E+01        -1.502631E+01        1.338140E+00        -1.345231E-01        1.058701E-02        
2.802190E+01        -1.499932E+01        1.335737E+00        -1.342606E-01        1.056521E-02        
2.799673E+01        -1.497238E+01        1.333338E+00        -1.339986E-01        1.054345E-02        
2.797158E+01        -1.494549E+01        1.330943E+00        -1.337372E-01        1.052174E-02        
2.794645E+01        -1.491864E+01        1.328553E+00        -1.334762E-01        1.050007E-02        
2.792135E+01        -1.489185E+01        1.326167E+00        -1.332158E-01        1.047845E-02        
2.789627E+01        -1.486510E+01        1.323786E+00        -1.329558E-01        1.045687E-02        
2.787121E+01        -1.483841E+01        1.321408E+00        -1.326964E-01        1.043533E-02        
2.784617E+01        -1.481175E+01        1.319035E+00        -1.324374E-01        1.041383E-02        
2.782116E+01        -1.478515E+01        1.316666E+00        -1.321790E-01        1.039238E-02        
2.779616E+01        -1.475860E+01        1.314302E+00        -1.319211E-01        1.037098E-02        
2.777119E+01        -1.473209E+01        1.311942E+00        -1.316636E-01        1.034961E-02        
2.774625E+01        -1.470563E+01        1.309586E+00        -1.314067E-01        1.032829E-02        
2.772132E+01        -1.467922E+01        1.307234E+00        -1.311502E-01        1.030702E-02        
2.769642E+01        -1.465285E+01        1.304886E+00        -1.308943E-01        1.028578E-02        
2.767154E+01        -1.462654E+01        1.302543E+00        -1.306389E-01        1.026459E-02        
2.764668E+01        -1.460027E+01        1.300204E+00        -1.303839E-01        1.024344E-02        
2.762184E+01        -1.457404E+01        1.297869E+00        -1.301294E-01        1.022234E-02        
2.759703E+01        -1.454787E+01        1.295538E+00        -1.298755E-01        1.020128E-02        
2.757224E+01        -1.452174E+01        1.293211E+00        -1.296220E-01        1.018026E-02        
2.754747E+01        -1.449566E+01        1.290889E+00        -1.293690E-01        1.015928E-02        
2.752273E+01        -1.446962E+01        1.288571E+00        -1.291165E-01        1.013834E-02        
2.749800E+01        -1.444363E+01        1.286257E+00        -1.288645E-01        1.011745E-02        
2.747330E+01        -1.441769E+01        1.283947E+00        -1.286130E-01        1.009660E-02        
2.744862E+01        -1.439180E+01        1.281641E+00        -1.283620E-01        1.007579E-02        
2.742396E+01        -1.436595E+01        1.279339E+00        -1.281115E-01        1.005503E-02        
2.739933E+01        -1.434015E+01        1.277042E+00        -1.278614E-01        1.003431E-02        
2.737471E+01        -1.431439E+01        1.274748E+00        -1.276119E-01        1.001362E-02        
2.735012E+01        -1.428868E+01        1.272459E+00        -1.273628E-01        9.992984E-03        
2.732555E+01        -1.426302E+01        1.270174E+00        -1.271142E-01        9.972387E-03        
2.730101E+01        -1.423740E+01        1.267893E+00        -1.268661E-01        9.951831E-03        
2.727648E+01        -1.421183E+01        1.265616E+00        -1.266184E-01        9.931317E-03        
2.725198E+01        -1.418631E+01        1.263343E+00        -1.263713E-01        9.910844E-03        
2.722750E+01        -1.416083E+01        1.261074E+00        -1.261246E-01        9.890413E-03        
2.720304E+01        -1.413539E+01        1.258810E+00        -1.258784E-01        9.870023E-03        
2.717860E+01        -1.411000E+01        1.256549E+00        -1.256327E-01        9.849675E-03        
2.715419E+01        -1.408466E+01        1.254292E+00        -1.253874E-01        9.829368E-03        
2.712979E+01        -1.405936E+01        1.252040E+00        -1.251427E-01        9.809102E-03        
2.710542E+01        -1.403411E+01        1.249791E+00        -1.248984E-01        9.788877E-03        
2.708107E+01        -1.400891E+01        1.247547E+00        -1.246546E-01        9.768693E-03        
