# Finite Temperature QED corrections for dP_int/dT. [dP_int/dT] = MeV^3
# Using the results from Escudero, Jackson, Laine and Sandner 2025.XXXXX with me = 0.51099895, alpha = 1/137.035999084. Previous versions used results from Mangano et al astro-ph/0111408 (LO) and Bennett et al 1911.04504 (NLO).
# T (MeV)           dP_int/dT (e^2)      dP_int/dT (e^3)      dP_int/dT (e^4)      dP_int/dT (e^5)      
1.314965E-01        -1.472731E-06        2.013534E-07        -2.394867E-08        -4.118291E-09        
1.313784E-01        -1.464821E-06        2.001994E-07        -2.388949E-08        -4.105903E-09        
1.312603E-01        -1.456950E-06        1.990511E-07        -2.383045E-08        -4.093551E-09        
1.311424E-01        -1.449116E-06        1.979086E-07        -2.377156E-08        -4.081237E-09        
1.310246E-01        -1.441321E-06        1.967718E-07        -2.371281E-08        -4.068959E-09        
1.309069E-01        -1.433564E-06        1.956407E-07        -2.365420E-08        -4.056718E-09        
1.307893E-01        -1.425844E-06        1.945153E-07        -2.359574E-08        -4.044513E-09        
1.306718E-01        -1.418162E-06        1.933955E-07        -2.353742E-08        -4.032345E-09        
1.305544E-01        -1.410517E-06        1.922813E-07        -2.347924E-08        -4.020214E-09        
1.304372E-01        -1.402910E-06        1.911727E-07        -2.342120E-08        -4.008118E-09        
1.303200E-01        -1.395339E-06        1.900697E-07        -2.336331E-08        -3.996059E-09        
1.302029E-01        -1.387806E-06        1.889722E-07        -2.330555E-08        -3.984036E-09        
1.300860E-01        -1.380309E-06        1.878803E-07        -2.324794E-08        -3.972049E-09        
1.299691E-01        -1.372849E-06        1.867938E-07        -2.319047E-08        -3.960097E-09        
1.298524E-01        -1.365425E-06        1.857129E-07        -2.313314E-08        -3.948182E-09        
1.297357E-01        -1.358037E-06        1.846373E-07        -2.307594E-08        -3.936302E-09        
1.296192E-01        -1.350686E-06        1.835673E-07        -2.301889E-08        -3.924458E-09        
1.295027E-01        -1.343370E-06        1.825026E-07        -2.296198E-08        -3.912649E-09        
1.293864E-01        -1.336090E-06        1.814433E-07        -2.290520E-08        -3.900876E-09        
1.292702E-01        -1.328846E-06        1.803893E-07        -2.284857E-08        -3.889138E-09        
1.291540E-01        -1.321637E-06        1.793408E-07        -2.279207E-08        -3.877435E-09        
1.290380E-01        -1.314464E-06        1.782975E-07        -2.273570E-08        -3.865768E-09        
1.289221E-01        -1.307325E-06        1.772595E-07        -2.267948E-08        -3.854135E-09        
1.288063E-01        -1.300222E-06        1.762268E-07        -2.262339E-08        -3.842538E-09        
1.286906E-01        -1.293154E-06        1.751993E-07        -2.256744E-08        -3.830975E-09        
1.285750E-01        -1.286120E-06        1.741771E-07        -2.251163E-08        -3.819447E-09        
1.284595E-01        -1.279121E-06        1.731600E-07        -2.245595E-08        -3.807953E-09        
1.283441E-01        -1.272156E-06        1.721482E-07        -2.240040E-08        -3.796494E-09        
1.282288E-01        -1.265225E-06        1.711415E-07        -2.234499E-08        -3.785070E-09        
1.281136E-01        -1.258329E-06        1.701399E-07        -2.228972E-08        -3.773680E-09        
1.279985E-01        -1.251466E-06        1.691435E-07        -2.223458E-08        -3.762324E-09        
1.278835E-01        -1.244638E-06        1.681521E-07        -2.217958E-08        -3.751002E-09        
1.277686E-01        -1.237843E-06        1.671659E-07        -2.212470E-08        -3.739715E-09        
1.276539E-01        -1.231081E-06        1.661846E-07        -2.206997E-08        -3.728461E-09        
1.275392E-01        -1.224353E-06        1.652084E-07        -2.201536E-08        -3.717242E-09        
1.274246E-01        -1.217658E-06        1.642372E-07        -2.196089E-08        -3.706056E-09        
1.273101E-01        -1.210996E-06        1.632710E-07        -2.190655E-08        -3.694904E-09        
1.271958E-01        -1.204367E-06        1.623098E-07        -2.185234E-08        -3.683785E-09        
1.270815E-01        -1.197771E-06        1.613535E-07        -2.179826E-08        -3.672700E-09        
1.269674E-01        -1.191207E-06        1.604021E-07        -2.174432E-08        -3.661648E-09        
1.268533E-01        -1.184676E-06        1.594556E-07        -2.169050E-08        -3.650630E-09        
1.267393E-01        -1.178177E-06        1.585140E-07        -2.163682E-08        -3.639645E-09        
1.266255E-01        -1.171710E-06        1.575772E-07        -2.158326E-08        -3.628693E-09        
1.265117E-01        -1.165276E-06        1.566453E-07        -2.152984E-08        -3.617775E-09        
1.263981E-01        -1.158873E-06        1.557182E-07        -2.147655E-08        -3.606889E-09        
1.262846E-01        -1.152502E-06        1.547959E-07        -2.142338E-08        -3.596036E-09        
1.261711E-01        -1.146163E-06        1.538784E-07        -2.137035E-08        -3.585216E-09        
1.260578E-01        -1.139855E-06        1.529656E-07        -2.131744E-08        -3.574428E-09        
1.259445E-01        -1.133579E-06        1.520575E-07        -2.126466E-08        -3.563673E-09        
1.258314E-01        -1.127334E-06        1.511542E-07        -2.121201E-08        -3.552951E-09        
1.257184E-01        -1.121120E-06        1.502555E-07        -2.115949E-08        -3.542261E-09        
1.256054E-01        -1.114937E-06        1.493616E-07        -2.110709E-08        -3.531604E-09        
1.254926E-01        -1.108784E-06        1.484722E-07        -2.105482E-08        -3.520979E-09        
1.253799E-01        -1.102663E-06        1.475875E-07        -2.100268E-08        -3.510385E-09        
1.252672E-01        -1.096571E-06        1.467074E-07        -2.095067E-08        -3.499824E-09        
1.251547E-01        -1.090511E-06        1.458319E-07        -2.089878E-08        -3.489295E-09        
1.250423E-01        -1.084480E-06        1.449610E-07        -2.084701E-08        -3.478798E-09        
1.249299E-01        -1.078480E-06        1.440946E-07        -2.079538E-08        -3.468333E-09        
1.248177E-01        -1.072509E-06        1.432327E-07        -2.074386E-08        -3.457899E-09        
1.247056E-01        -1.066569E-06        1.423754E-07        -2.069247E-08        -3.447497E-09        
1.245936E-01        -1.060658E-06        1.415225E-07        -2.064121E-08        -3.437127E-09        
1.244816E-01        -1.054777E-06        1.406741E-07        -2.059007E-08        -3.426788E-09        
1.243698E-01        -1.048925E-06        1.398301E-07        -2.053905E-08        -3.416480E-09        
1.242581E-01        -1.043102E-06        1.389906E-07        -2.048816E-08        -3.406204E-09        
1.241465E-01        -1.037309E-06        1.381555E-07        -2.043739E-08        -3.395959E-09        
1.240349E-01        -1.031545E-06        1.373248E-07        -2.038675E-08        -3.385744E-09        
1.239235E-01        -1.025810E-06        1.364984E-07        -2.033622E-08        -3.375561E-09        
1.238122E-01        -1.020103E-06        1.356764E-07        -2.028582E-08        -3.365409E-09        
1.237010E-01        -1.014425E-06        1.348588E-07        -2.023554E-08        -3.355288E-09        
1.235899E-01        -1.008776E-06        1.340454E-07        -2.018538E-08        -3.345197E-09        
1.234788E-01        -1.003155E-06        1.332363E-07        -2.013535E-08        -3.335138E-09        
1.233679E-01        -9.975629E-07        1.324315E-07        -2.008543E-08        -3.325108E-09        
1.232571E-01        -9.919986E-07        1.316310E-07        -2.003563E-08        -3.315109E-09        
1.231464E-01        -9.864623E-07        1.308347E-07        -1.998596E-08        -3.305141E-09        
1.230357E-01        -9.809539E-07        1.300426E-07        -1.993641E-08        -3.295203E-09        
1.229252E-01        -9.754733E-07        1.292547E-07        -1.988697E-08        -3.285295E-09        
1.228148E-01        -9.700203E-07        1.284710E-07        -1.983766E-08        -3.275418E-09        
1.227045E-01        -9.645949E-07        1.276915E-07        -1.978846E-08        -3.265570E-09        
1.225942E-01        -9.591969E-07        1.269161E-07        -1.973938E-08        -3.255752E-09        
1.224841E-01        -9.538262E-07        1.261448E-07        -1.969043E-08        -3.245965E-09        
1.223741E-01        -9.484827E-07        1.253776E-07        -1.964159E-08        -3.236207E-09        
1.222641E-01        -9.431662E-07        1.246146E-07        -1.959286E-08        -3.226479E-09        
1.221543E-01        -9.378767E-07        1.238555E-07        -1.954426E-08        -3.216780E-09        
1.220446E-01        -9.326139E-07        1.231006E-07        -1.949577E-08        -3.207111E-09        
1.219349E-01        -9.273779E-07        1.223496E-07        -1.944740E-08        -3.197472E-09        
1.218254E-01        -9.221684E-07        1.216027E-07        -1.939915E-08        -3.187862E-09        
1.217160E-01        -9.169853E-07        1.208598E-07        -1.935101E-08        -3.178281E-09        
1.216066E-01        -9.118286E-07        1.201208E-07        -1.930299E-08        -3.168729E-09        
1.214974E-01        -9.066980E-07        1.193858E-07        -1.925509E-08        -3.159207E-09        
1.213882E-01        -9.015936E-07        1.186548E-07        -1.920730E-08        -3.149714E-09        
1.212792E-01        -8.965151E-07        1.179277E-07        -1.915963E-08        -3.140249E-09        
1.211703E-01        -8.914624E-07        1.172044E-07        -1.911207E-08        -3.130814E-09        
1.210614E-01        -8.864355E-07        1.164851E-07        -1.906463E-08        -3.121407E-09        
1.209527E-01        -8.814342E-07        1.157696E-07        -1.901730E-08        -3.112029E-09        
1.208440E-01        -8.764585E-07        1.150580E-07        -1.897009E-08        -3.102680E-09        
1.207354E-01        -8.715080E-07        1.143503E-07        -1.892299E-08        -3.093359E-09        
1.206270E-01        -8.665829E-07        1.136463E-07        -1.887600E-08        -3.084067E-09        
1.205186E-01        -8.616829E-07        1.129461E-07        -1.882913E-08        -3.074804E-09        
1.204104E-01        -8.568079E-07        1.122498E-07        -1.878237E-08        -3.065568E-09        
1.203022E-01        -8.519579E-07        1.115572E-07        -1.873572E-08        -3.056361E-09        
1.201941E-01        -8.471327E-07        1.108683E-07        -1.868918E-08        -3.047182E-09        
1.200862E-01        -8.423322E-07        1.101832E-07        -1.864276E-08        -3.038031E-09        
1.199783E-01        -8.375562E-07        1.095018E-07        -1.859645E-08        -3.028908E-09        
1.198705E-01        -8.328048E-07        1.088240E-07        -1.855025E-08        -3.019813E-09        
1.197628E-01        -8.280777E-07        1.081500E-07        -1.850416E-08        -3.010746E-09        
1.196552E-01        -8.233748E-07        1.074796E-07        -1.845819E-08        -3.001706E-09        
1.195477E-01        -8.186961E-07        1.068129E-07        -1.841232E-08        -2.992695E-09        
1.194404E-01        -8.140414E-07        1.061498E-07        -1.836657E-08        -2.983710E-09        
1.193331E-01        -8.094106E-07        1.054903E-07        -1.832092E-08        -2.974754E-09        
1.192259E-01        -8.048037E-07        1.048344E-07        -1.827539E-08        -2.965825E-09        
1.191188E-01        -8.002204E-07        1.041821E-07        -1.822996E-08        -2.956923E-09        
1.190118E-01        -7.956607E-07        1.035334E-07        -1.818465E-08        -2.948048E-09        
1.189048E-01        -7.911245E-07        1.028882E-07        -1.813944E-08        -2.939201E-09        
1.187980E-01        -7.866117E-07        1.022465E-07        -1.809435E-08        -2.930381E-09        
1.186913E-01        -7.821222E-07        1.016083E-07        -1.804936E-08        -2.921588E-09        
1.185847E-01        -7.776558E-07        1.009737E-07        -1.800448E-08        -2.912822E-09        
1.184782E-01        -7.732124E-07        1.003425E-07        -1.795971E-08        -2.904082E-09        
1.183717E-01        -7.687920E-07        9.971477E-08        -1.791504E-08        -2.895370E-09        
1.182654E-01        -7.643945E-07        9.909050E-08        -1.787049E-08        -2.886684E-09        
1.181592E-01        -7.600197E-07        9.846967E-08        -1.782604E-08        -2.878025E-09        
1.180530E-01        -7.556675E-07        9.785225E-08        -1.778170E-08        -2.869393E-09        
1.179470E-01        -7.513379E-07        9.723823E-08        -1.773746E-08        -2.860787E-09        
1.178410E-01        -7.470307E-07        9.662760E-08        -1.769333E-08        -2.852207E-09        
1.177351E-01        -7.427458E-07        9.602034E-08        -1.764931E-08        -2.843654E-09        
1.176294E-01        -7.384831E-07        9.541643E-08        -1.760540E-08        -2.835127E-09        
1.175237E-01        -7.342425E-07        9.481586E-08        -1.756159E-08        -2.826627E-09        
1.174181E-01        -7.300239E-07        9.421861E-08        -1.751788E-08        -2.818152E-09        
1.173127E-01        -7.258273E-07        9.362467E-08        -1.747428E-08        -2.809703E-09        
1.172073E-01        -7.216525E-07        9.303402E-08        -1.743079E-08        -2.801281E-09        
1.171020E-01        -7.174993E-07        9.244664E-08        -1.738740E-08        -2.792884E-09        
1.169968E-01        -7.133678E-07        9.186252E-08        -1.734411E-08        -2.784513E-09        
1.168917E-01        -7.092578E-07        9.128165E-08        -1.730093E-08        -2.776168E-09        
1.167867E-01        -7.051692E-07        9.070394E-08        -1.725786E-08        -2.767849E-09        
1.166818E-01        -7.011019E-07        9.012958E-08        -1.721488E-08        -2.759555E-09        
1.165770E-01        -6.970558E-07        8.955835E-08        -1.717201E-08        -2.751287E-09        
1.164722E-01        -6.930309E-07        8.899030E-08        -1.712925E-08        -2.743044E-09        
1.163676E-01        -6.890269E-07        8.842542E-08        -1.708658E-08        -2.734827E-09        
1.162631E-01        -6.850438E-07        8.786370E-08        -1.704402E-08        -2.726634E-09        
1.161586E-01        -6.810816E-07        8.730511E-08        -1.700156E-08        -2.718468E-09        
1.160543E-01        -6.771401E-07        8.674965E-08        -1.695921E-08        -2.710326E-09        
1.159500E-01        -6.732192E-07        8.619730E-08        -1.691695E-08        -2.702209E-09        
1.158459E-01        -6.693189E-07        8.564804E-08        -1.687480E-08        -2.694117E-09        
1.157418E-01        -6.654389E-07        8.510186E-08        -1.683275E-08        -2.686051E-09        
1.156378E-01        -6.615794E-07        8.455875E-08        -1.679080E-08        -2.678009E-09        
1.155340E-01        -6.577400E-07        8.401868E-08        -1.674895E-08        -2.669992E-09        
1.154302E-01        -6.539208E-07        8.348165E-08        -1.670720E-08        -2.661999E-09        
1.153265E-01        -6.501217E-07        8.294764E-08        -1.666556E-08        -2.654031E-09        
1.152229E-01        -6.463425E-07        8.241664E-08        -1.662401E-08        -2.646088E-09        
1.151194E-01        -6.425832E-07        8.188863E-08        -1.658256E-08        -2.638169E-09        
1.150160E-01        -6.388436E-07        8.136360E-08        -1.654121E-08        -2.630275E-09        
1.149126E-01        -6.351237E-07        8.084154E-08        -1.649997E-08        -2.622405E-09        
1.148094E-01        -6.314235E-07        8.032242E-08        -1.645882E-08        -2.614559E-09        
1.147063E-01        -6.277427E-07        7.980623E-08        -1.641777E-08        -2.606738E-09        
1.146032E-01        -6.240813E-07        7.929297E-08        -1.637682E-08        -2.598941E-09        
1.145003E-01        -6.204392E-07        7.878262E-08        -1.633596E-08        -2.591167E-09        
1.143974E-01        -6.168164E-07        7.827515E-08        -1.629521E-08        -2.583418E-09        
1.142947E-01        -6.132126E-07        7.777057E-08        -1.625455E-08        -2.575693E-09        
1.141920E-01        -6.096280E-07        7.726885E-08        -1.621400E-08        -2.567991E-09        
1.140894E-01        -6.060622E-07        7.676999E-08        -1.617353E-08        -2.560313E-09        
1.139869E-01        -6.025154E-07        7.627396E-08        -1.613317E-08        -2.552659E-09        
1.138845E-01        -5.989873E-07        7.578075E-08        -1.609290E-08        -2.545029E-09        
1.137822E-01        -5.954779E-07        7.529036E-08        -1.605274E-08        -2.537422E-09        
1.136800E-01        -5.919871E-07        7.480276E-08        -1.601266E-08        -2.529839E-09        
1.135779E-01        -5.885148E-07        7.431794E-08        -1.597269E-08        -2.522279E-09        
1.134759E-01        -5.850609E-07        7.383589E-08        -1.593281E-08        -2.514742E-09        
1.133739E-01        -5.816254E-07        7.335660E-08        -1.589302E-08        -2.507229E-09        
1.132721E-01        -5.782081E-07        7.288005E-08        -1.585333E-08        -2.499739E-09        
1.131703E-01        -5.748089E-07        7.240623E-08        -1.581374E-08        -2.492272E-09        
1.130687E-01        -5.714279E-07        7.193513E-08        -1.577424E-08        -2.484828E-09        
1.129671E-01        -5.680648E-07        7.146673E-08        -1.573484E-08        -2.477408E-09        
1.128656E-01        -5.647196E-07        7.100102E-08        -1.569553E-08        -2.470010E-09        
1.127642E-01        -5.613923E-07        7.053798E-08        -1.565632E-08        -2.462635E-09        
1.126629E-01        -5.580827E-07        7.007761E-08        -1.561720E-08        -2.455283E-09        
1.125617E-01        -5.547907E-07        6.961988E-08        -1.557817E-08        -2.447953E-09        
1.124606E-01        -5.515163E-07        6.916480E-08        -1.553924E-08        -2.440646E-09        
1.123596E-01        -5.482594E-07        6.871233E-08        -1.550040E-08        -2.433362E-09        
1.122586E-01        -5.450199E-07        6.826248E-08        -1.546166E-08        -2.426101E-09        
1.121578E-01        -5.417977E-07        6.781523E-08        -1.542301E-08        -2.418862E-09        
1.120570E-01        -5.385927E-07        6.737056E-08        -1.538445E-08        -2.411645E-09        
1.119564E-01        -5.354049E-07        6.692846E-08        -1.534598E-08        -2.404450E-09        
1.118558E-01        -5.322341E-07        6.648893E-08        -1.530761E-08        -2.397278E-09        
1.117553E-01        -5.290804E-07        6.605194E-08        -1.526933E-08        -2.390128E-09        
1.116549E-01        -5.259435E-07        6.561748E-08        -1.523114E-08        -2.383000E-09        
1.115546E-01        -5.228235E-07        6.518555E-08        -1.519305E-08        -2.375895E-09        
1.114544E-01        -5.197202E-07        6.475613E-08        -1.515504E-08        -2.368811E-09        
1.113543E-01        -5.166336E-07        6.432921E-08        -1.511713E-08        -2.361749E-09        
1.112543E-01        -5.135636E-07        6.390477E-08        -1.507931E-08        -2.354709E-09        
1.111543E-01        -5.105101E-07        6.348280E-08        -1.504157E-08        -2.347691E-09        
1.110545E-01        -5.074730E-07        6.306329E-08        -1.500393E-08        -2.340695E-09        
1.109547E-01        -5.044522E-07        6.264623E-08        -1.496638E-08        -2.333720E-09        
1.108550E-01        -5.014478E-07        6.223161E-08        -1.492892E-08        -2.326767E-09        
1.107555E-01        -4.984595E-07        6.181940E-08        -1.489155E-08        -2.319835E-09        
1.106560E-01        -4.954873E-07        6.140962E-08        -1.485427E-08        -2.312925E-09        
1.105566E-01        -4.925312E-07        6.100223E-08        -1.481708E-08        -2.306036E-09        
1.104572E-01        -4.895910E-07        6.059722E-08        -1.477998E-08        -2.299169E-09        
1.103580E-01        -4.866667E-07        6.019460E-08        -1.474297E-08        -2.292323E-09        
1.102589E-01        -4.837582E-07        5.979433E-08        -1.470605E-08        -2.285498E-09        
1.101598E-01        -4.808655E-07        5.939642E-08        -1.466922E-08        -2.278694E-09        
1.100609E-01        -4.779884E-07        5.900085E-08        -1.463247E-08        -2.271912E-09        
1.099620E-01        -4.751269E-07        5.860760E-08        -1.459581E-08        -2.265150E-09        
1.098632E-01        -4.722808E-07        5.821667E-08        -1.455925E-08        -2.258409E-09        
1.097645E-01        -4.694502E-07        5.782805E-08        -1.452277E-08        -2.251690E-09        
1.096659E-01        -4.666350E-07        5.744172E-08        -1.448637E-08        -2.244991E-09        
1.095674E-01        -4.638350E-07        5.705767E-08        -1.445007E-08        -2.238313E-09        
1.094690E-01        -4.610503E-07        5.667589E-08        -1.441385E-08        -2.231655E-09        
1.093707E-01        -4.582807E-07        5.629637E-08        -1.437772E-08        -2.225019E-09        
1.092724E-01        -4.555261E-07        5.591910E-08        -1.434168E-08        -2.218402E-09        
1.091742E-01        -4.527865E-07        5.554406E-08        -1.430572E-08        -2.211807E-09        
1.090762E-01        -4.500619E-07        5.517124E-08        -1.426985E-08        -2.205231E-09        
1.089782E-01        -4.473520E-07        5.480064E-08        -1.423406E-08        -2.198677E-09        
1.088803E-01        -4.446570E-07        5.443224E-08        -1.419837E-08        -2.192142E-09        
1.087825E-01        -4.419766E-07        5.406603E-08        -1.416275E-08        -2.185628E-09        
1.086848E-01        -4.393109E-07        5.370200E-08        -1.412723E-08        -2.179134E-09        
1.085871E-01        -4.366597E-07        5.334014E-08        -1.409179E-08        -2.172660E-09        
1.084896E-01        -4.340230E-07        5.298044E-08        -1.405643E-08        -2.166206E-09        
1.083921E-01        -4.314007E-07        5.262288E-08        -1.402116E-08        -2.159773E-09        
1.082947E-01        -4.287928E-07        5.226746E-08        -1.398597E-08        -2.153359E-09        
1.081975E-01        -4.261991E-07        5.191416E-08        -1.395087E-08        -2.146965E-09        
1.081003E-01        -4.236196E-07        5.156298E-08        -1.391586E-08        -2.140591E-09        
1.080032E-01        -4.210543E-07        5.121389E-08        -1.388092E-08        -2.134237E-09        
1.079061E-01        -4.185030E-07        5.086690E-08        -1.384608E-08        -2.127902E-09        
1.078092E-01        -4.159657E-07        5.052199E-08        -1.381131E-08        -2.121587E-09        
1.077124E-01        -4.134424E-07        5.017915E-08        -1.377663E-08        -2.115292E-09        
1.076156E-01        -4.109329E-07        4.983837E-08        -1.374203E-08        -2.109016E-09        
1.075189E-01        -4.084372E-07        4.949964E-08        -1.370752E-08        -2.102760E-09        
1.074223E-01        -4.059552E-07        4.916295E-08        -1.367309E-08        -2.096523E-09        
1.073258E-01        -4.034868E-07        4.882829E-08        -1.363874E-08        -2.090306E-09        
1.072294E-01        -4.010321E-07        4.849564E-08        -1.360447E-08        -2.084107E-09        
1.071331E-01        -3.985909E-07        4.816500E-08        -1.357029E-08        -2.077929E-09        
1.070369E-01        -3.961631E-07        4.783636E-08        -1.353619E-08        -2.071769E-09        
1.069407E-01        -3.937487E-07        4.750970E-08        -1.350217E-08        -2.065628E-09        
1.068446E-01        -3.913477E-07        4.718502E-08        -1.346824E-08        -2.059507E-09        
1.067487E-01        -3.889599E-07        4.686231E-08        -1.343438E-08        -2.053404E-09        
1.066528E-01        -3.865853E-07        4.654155E-08        -1.340061E-08        -2.047321E-09        
1.065570E-01        -3.842238E-07        4.622273E-08        -1.336692E-08        -2.041256E-09        
1.064612E-01        -3.818754E-07        4.590585E-08        -1.333330E-08        -2.035210E-09        
1.063656E-01        -3.795400E-07        4.559090E-08        -1.329977E-08        -2.029183E-09        
1.062701E-01        -3.772175E-07        4.527786E-08        -1.326633E-08        -2.023174E-09        
1.061746E-01        -3.749079E-07        4.496673E-08        -1.323296E-08        -2.017185E-09        
1.060792E-01        -3.726111E-07        4.465749E-08        -1.319967E-08        -2.011214E-09        
1.059839E-01        -3.703270E-07        4.435014E-08        -1.316646E-08        -2.005261E-09        
1.058887E-01        -3.680556E-07        4.404466E-08        -1.313333E-08        -1.999327E-09        
1.057936E-01        -3.657969E-07        4.374105E-08        -1.310028E-08        -1.993411E-09        
1.056986E-01        -3.635507E-07        4.343929E-08        -1.306731E-08        -1.987514E-09        
1.056036E-01        -3.613169E-07        4.313938E-08        -1.303443E-08        -1.981635E-09        
1.055087E-01        -3.590957E-07        4.284130E-08        -1.300162E-08        -1.975774E-09        
1.054140E-01        -3.568867E-07        4.254506E-08        -1.296888E-08        -1.969932E-09        
1.053193E-01        -3.546901E-07        4.225063E-08        -1.293623E-08        -1.964107E-09        
1.052247E-01        -3.525058E-07        4.195800E-08        -1.290366E-08        -1.958301E-09        
1.051301E-01        -3.503336E-07        4.166718E-08        -1.287116E-08        -1.952513E-09        
1.050357E-01        -3.481735E-07        4.137814E-08        -1.283875E-08        -1.946743E-09        
1.049413E-01        -3.460255E-07        4.109088E-08        -1.280641E-08        -1.940990E-09        
1.048471E-01        -3.438895E-07        4.080539E-08        -1.277415E-08        -1.935256E-09        
1.047529E-01        -3.417655E-07        4.052166E-08        -1.274196E-08        -1.929539E-09        
1.046588E-01        -3.396533E-07        4.023969E-08        -1.270986E-08        -1.923840E-09        
1.045648E-01        -3.375530E-07        3.995945E-08        -1.267783E-08        -1.918159E-09        
1.044708E-01        -3.354644E-07        3.968095E-08        -1.264588E-08        -1.912495E-09        
1.043770E-01        -3.333875E-07        3.940416E-08        -1.261401E-08        -1.906849E-09        
1.042832E-01        -3.313223E-07        3.912910E-08        -1.258221E-08        -1.901221E-09        
1.041895E-01        -3.292687E-07        3.885573E-08        -1.255049E-08        -1.895610E-09        
1.040959E-01        -3.272266E-07        3.858407E-08        -1.251885E-08        -1.890016E-09        
1.040024E-01        -3.251959E-07        3.831409E-08        -1.248728E-08        -1.884440E-09        
1.039090E-01        -3.231767E-07        3.804578E-08        -1.245579E-08        -1.878881E-09        
1.038157E-01        -3.211689E-07        3.777915E-08        -1.242437E-08        -1.873340E-09        
1.037224E-01        -3.191723E-07        3.751417E-08        -1.239303E-08        -1.867815E-09        
1.036292E-01        -3.171870E-07        3.725085E-08        -1.236177E-08        -1.862308E-09        
1.035361E-01        -3.152129E-07        3.698917E-08        -1.233058E-08        -1.856818E-09        
1.034431E-01        -3.132499E-07        3.672912E-08        -1.229947E-08        -1.851345E-09        
1.033502E-01        -3.112980E-07        3.647069E-08        -1.226843E-08        -1.845889E-09        
1.032574E-01        -3.093571E-07        3.621388E-08        -1.223746E-08        -1.840450E-09        
1.031646E-01        -3.074272E-07        3.595868E-08        -1.220658E-08        -1.835028E-09        
1.030719E-01        -3.055082E-07        3.570507E-08        -1.217576E-08        -1.829622E-09        
1.029793E-01        -3.036001E-07        3.545306E-08        -1.214502E-08        -1.824234E-09        
1.028868E-01        -3.017027E-07        3.520262E-08        -1.211436E-08        -1.818862E-09        
1.027944E-01        -2.998161E-07        3.495376E-08        -1.208376E-08        -1.813507E-09        
1.027021E-01        -2.979402E-07        3.470646E-08        -1.205325E-08        -1.808168E-09        
1.026098E-01        -2.960749E-07        3.446072E-08        -1.202280E-08        -1.802846E-09        
1.025176E-01        -2.942202E-07        3.421652E-08        -1.199243E-08        -1.797541E-09        
1.024255E-01        -2.923760E-07        3.397386E-08        -1.196213E-08        -1.792252E-09        
1.023335E-01        -2.905423E-07        3.373274E-08        -1.193191E-08        -1.786979E-09        
1.022416E-01        -2.887191E-07        3.349313E-08        -1.190176E-08        -1.781723E-09        
1.021498E-01        -2.869062E-07        3.325504E-08        -1.187168E-08        -1.776483E-09        
1.020580E-01        -2.851036E-07        3.301845E-08        -1.184167E-08        -1.771259E-09        
1.019663E-01        -2.833113E-07        3.278336E-08        -1.181174E-08        -1.766052E-09        
1.018747E-01        -2.815291E-07        3.254976E-08        -1.178188E-08        -1.760861E-09        
1.017832E-01        -2.797572E-07        3.231764E-08        -1.175209E-08        -1.755685E-09        
1.016918E-01        -2.779954E-07        3.208699E-08        -1.172237E-08        -1.750526E-09        
1.016004E-01        -2.762436E-07        3.185781E-08        -1.169273E-08        -1.745383E-09        
1.015091E-01        -2.745018E-07        3.163008E-08        -1.166316E-08        -1.740256E-09        
1.014180E-01        -2.727700E-07        3.140380E-08        -1.163365E-08        -1.735145E-09        
1.013268E-01        -2.710481E-07        3.117897E-08        -1.160422E-08        -1.730050E-09        
1.012358E-01        -2.693360E-07        3.095556E-08        -1.157486E-08        -1.724970E-09        
1.011449E-01        -2.676337E-07        3.073358E-08        -1.154557E-08        -1.719906E-09        
1.010540E-01        -2.659412E-07        3.051302E-08        -1.151636E-08        -1.714858E-09        
1.009632E-01        -2.642584E-07        3.029386E-08        -1.148721E-08        -1.709826E-09        
1.008725E-01        -2.625853E-07        3.007611E-08        -1.145813E-08        -1.704809E-09        
1.007819E-01        -2.609217E-07        2.985975E-08        -1.142912E-08        -1.699808E-09        
1.006914E-01        -2.592678E-07        2.964478E-08        -1.140019E-08        -1.694822E-09        
1.006009E-01        -2.576233E-07        2.943118E-08        -1.137132E-08        -1.689852E-09        
1.005106E-01        -2.559882E-07        2.921895E-08        -1.134252E-08        -1.684897E-09        
1.004203E-01        -2.543626E-07        2.900809E-08        -1.131380E-08        -1.679958E-09        
1.003301E-01        -2.527464E-07        2.879859E-08        -1.128514E-08        -1.675034E-09        
1.002399E-01        -2.511394E-07        2.859043E-08        -1.125655E-08        -1.670125E-09        
1.001499E-01        -2.495417E-07        2.838361E-08        -1.122803E-08        -1.665231E-09        
1.000599E-01        -2.479533E-07        2.817812E-08        -1.119958E-08        -1.660353E-09        
9.997005E-02        -2.463740E-07        2.797396E-08        -1.117120E-08        -1.655490E-09        
9.988024E-02        -2.448038E-07        2.777112E-08        -1.114289E-08        -1.650641E-09        
9.979052E-02        -2.432427E-07        2.756959E-08        -1.111464E-08        -1.645808E-09        
9.970088E-02        -2.416906E-07        2.736936E-08        -1.108647E-08        -1.640990E-09        
9.961131E-02        -2.401475E-07        2.717043E-08        -1.105836E-08        -1.636187E-09        
9.952183E-02        -2.386134E-07        2.697278E-08        -1.103032E-08        -1.631398E-09        
9.943243E-02        -2.370881E-07        2.677642E-08        -1.100235E-08        -1.626625E-09        
9.934311E-02        -2.355717E-07        2.658133E-08        -1.097445E-08        -1.621866E-09        
