# Finite Temperature QED corrections for dP_int/dT. [dP_int/dT] = MeV^3
# Using the results from Escudero, Jackson, Laine and Sandner 2025.XXXXX with me = 0.51099895, alpha = 1/137.035999084. Previous versions used results from Mangano et al astro-ph/0111408 (LO) and Bennett et al 1911.04504 (NLO).
# T (MeV)           dP_int/dT (e^2)      dP_int/dT (e^3)      dP_int/dT (e^4)      dP_int/dT (e^5)      
3.054691E+01        -1.814634E+02        1.616210E+01        -1.554939E+00        1.185610E-01        
3.051947E+01        -1.809748E+02        1.611858E+01        -1.550500E+00        1.182081E-01        
3.049205E+01        -1.804874E+02        1.607518E+01        -1.546073E+00        1.178562E-01        
3.046466E+01        -1.800013E+02        1.603190E+01        -1.541659E+00        1.175054E-01        
3.043730E+01        -1.795166E+02        1.598873E+01        -1.537258E+00        1.171557E-01        
3.040995E+01        -1.790332E+02        1.594568E+01        -1.532869E+00        1.168069E-01        
3.038264E+01        -1.785510E+02        1.590274E+01        -1.528492E+00        1.164592E-01        
3.035534E+01        -1.780702E+02        1.585993E+01        -1.524129E+00        1.161125E-01        
3.032807E+01        -1.775906E+02        1.581722E+01        -1.519777E+00        1.157669E-01        
3.030083E+01        -1.771124E+02        1.577463E+01        -1.515438E+00        1.154222E-01        
3.027361E+01        -1.766354E+02        1.573216E+01        -1.511111E+00        1.150786E-01        
3.024641E+01        -1.761597E+02        1.568980E+01        -1.506797E+00        1.147360E-01        
3.021924E+01        -1.756853E+02        1.564755E+01        -1.502494E+00        1.143944E-01        
3.019210E+01        -1.752122E+02        1.560542E+01        -1.498204E+00        1.140538E-01        
3.016497E+01        -1.747404E+02        1.556340E+01        -1.493927E+00        1.137142E-01        
3.013788E+01        -1.742698E+02        1.552149E+01        -1.489661E+00        1.133756E-01        
3.011080E+01        -1.738005E+02        1.547970E+01        -1.485408E+00        1.130380E-01        
3.008375E+01        -1.733324E+02        1.543802E+01        -1.481166E+00        1.127014E-01        
3.005673E+01        -1.728657E+02        1.539645E+01        -1.476937E+00        1.123658E-01        
3.002973E+01        -1.724001E+02        1.535500E+01        -1.472720E+00        1.120312E-01        
3.000275E+01        -1.719358E+02        1.531365E+01        -1.468515E+00        1.116976E-01        
2.997580E+01        -1.714728E+02        1.527242E+01        -1.464322E+00        1.113649E-01        
2.994887E+01        -1.710110E+02        1.523130E+01        -1.460140E+00        1.110333E-01        
2.992197E+01        -1.705505E+02        1.519028E+01        -1.455971E+00        1.107026E-01        
2.989509E+01        -1.700912E+02        1.514938E+01        -1.451813E+00        1.103729E-01        
2.986824E+01        -1.696332E+02        1.510859E+01        -1.447668E+00        1.100441E-01        
2.984140E+01        -1.691763E+02        1.506791E+01        -1.443534E+00        1.097164E-01        
2.981460E+01        -1.687207E+02        1.502734E+01        -1.439411E+00        1.093896E-01        
2.978781E+01        -1.682664E+02        1.498688E+01        -1.435301E+00        1.090637E-01        
2.976106E+01        -1.678132E+02        1.494652E+01        -1.431202E+00        1.087389E-01        
2.973432E+01        -1.673613E+02        1.490628E+01        -1.427115E+00        1.084150E-01        
2.970761E+01        -1.669106E+02        1.486614E+01        -1.423040E+00        1.080920E-01        
2.968092E+01        -1.664611E+02        1.482611E+01        -1.418976E+00        1.077700E-01        
2.965426E+01        -1.660128E+02        1.478619E+01        -1.414924E+00        1.074490E-01        
2.962762E+01        -1.655657E+02        1.474638E+01        -1.410883E+00        1.071289E-01        
2.960101E+01        -1.651199E+02        1.470667E+01        -1.406854E+00        1.068097E-01        
2.957442E+01        -1.646752E+02        1.466707E+01        -1.402836E+00        1.064915E-01        
2.954785E+01        -1.642317E+02        1.462758E+01        -1.398830E+00        1.061742E-01        
2.952130E+01        -1.637894E+02        1.458820E+01        -1.394835E+00        1.058579E-01        
2.949479E+01        -1.633483E+02        1.454892E+01        -1.390851E+00        1.055425E-01        
2.946829E+01        -1.629084E+02        1.450974E+01        -1.386879E+00        1.052280E-01        
2.944182E+01        -1.624697E+02        1.447067E+01        -1.382918E+00        1.049144E-01        
2.941537E+01        -1.620322E+02        1.443171E+01        -1.378969E+00        1.046018E-01        
2.938895E+01        -1.615958E+02        1.439285E+01        -1.375030E+00        1.042901E-01        
2.936255E+01        -1.611606E+02        1.435410E+01        -1.371103E+00        1.039793E-01        
2.933617E+01        -1.607266E+02        1.431545E+01        -1.367187E+00        1.036695E-01        
2.930982E+01        -1.602938E+02        1.427690E+01        -1.363282E+00        1.033605E-01        
2.928349E+01        -1.598621E+02        1.423846E+01        -1.359389E+00        1.030525E-01        
2.925718E+01        -1.594316E+02        1.420012E+01        -1.355506E+00        1.027454E-01        
2.923090E+01        -1.590022E+02        1.416189E+01        -1.351634E+00        1.024392E-01        
2.920464E+01        -1.585740E+02        1.412375E+01        -1.347774E+00        1.021338E-01        
2.917840E+01        -1.581470E+02        1.408572E+01        -1.343924E+00        1.018294E-01        
2.915219E+01        -1.577211E+02        1.404780E+01        -1.340086E+00        1.015259E-01        
2.912600E+01        -1.572963E+02        1.400997E+01        -1.336258E+00        1.012233E-01        
2.909984E+01        -1.568727E+02        1.397225E+01        -1.332441E+00        1.009216E-01        
2.907370E+01        -1.564503E+02        1.393463E+01        -1.328635E+00        1.006207E-01        
2.904758E+01        -1.560290E+02        1.389711E+01        -1.324840E+00        1.003208E-01        
2.902149E+01        -1.556088E+02        1.385969E+01        -1.321056E+00        1.000217E-01        
2.899542E+01        -1.551897E+02        1.382237E+01        -1.317282E+00        9.972357E-02        
2.896937E+01        -1.547718E+02        1.378515E+01        -1.313519E+00        9.942627E-02        
2.894335E+01        -1.543550E+02        1.374803E+01        -1.309767E+00        9.912985E-02        
2.891735E+01        -1.539393E+02        1.371102E+01        -1.306026E+00        9.883431E-02        
2.889137E+01        -1.535247E+02        1.367410E+01        -1.302295E+00        9.853964E-02        
2.886542E+01        -1.531113E+02        1.363728E+01        -1.298575E+00        9.824584E-02        
2.883949E+01        -1.526989E+02        1.360056E+01        -1.294866E+00        9.795291E-02        
2.881358E+01        -1.522877E+02        1.356394E+01        -1.291167E+00        9.766085E-02        
2.878770E+01        -1.518776E+02        1.352742E+01        -1.287478E+00        9.736965E-02        
2.876183E+01        -1.514686E+02        1.349099E+01        -1.283800E+00        9.707930E-02        
2.873600E+01        -1.510606E+02        1.345467E+01        -1.280133E+00        9.678982E-02        
2.871018E+01        -1.506538E+02        1.341844E+01        -1.276476E+00        9.650119E-02        
2.868439E+01        -1.502481E+02        1.338231E+01        -1.272829E+00        9.621341E-02        
2.865863E+01        -1.498435E+02        1.334628E+01        -1.269193E+00        9.592648E-02        
2.863288E+01        -1.494399E+02        1.331034E+01        -1.265567E+00        9.564040E-02        
2.860716E+01        -1.490375E+02        1.327450E+01        -1.261952E+00        9.535517E-02        
2.858146E+01        -1.486361E+02        1.323876E+01        -1.258346E+00        9.507077E-02        
2.855579E+01        -1.482358E+02        1.320311E+01        -1.254751E+00        9.478722E-02        
2.853013E+01        -1.478366E+02        1.316756E+01        -1.251167E+00        9.450451E-02        
2.850450E+01        -1.474385E+02        1.313211E+01        -1.247592E+00        9.422263E-02        
2.847890E+01        -1.470414E+02        1.309675E+01        -1.244028E+00        9.394158E-02        
2.845332E+01        -1.466454E+02        1.306148E+01        -1.240474E+00        9.366137E-02        
2.842776E+01        -1.462505E+02        1.302631E+01        -1.236929E+00        9.338198E-02        
2.840222E+01        -1.458567E+02        1.299124E+01        -1.233395E+00        9.310342E-02        
2.837670E+01        -1.454639E+02        1.295626E+01        -1.229872E+00        9.282568E-02        
2.835121E+01        -1.450721E+02        1.292137E+01        -1.226358E+00        9.254876E-02        
2.832574E+01        -1.446814E+02        1.288658E+01        -1.222854E+00        9.227266E-02        
2.830030E+01        -1.442918E+02        1.285188E+01        -1.219360E+00        9.199737E-02        
2.827488E+01        -1.439032E+02        1.281728E+01        -1.215876E+00        9.172290E-02        
2.824948E+01        -1.435157E+02        1.278277E+01        -1.212402E+00        9.144924E-02        
2.822410E+01        -1.431292E+02        1.274835E+01        -1.208938E+00        9.117639E-02        
2.819875E+01        -1.427437E+02        1.271402E+01        -1.205483E+00        9.090434E-02        
2.817341E+01        -1.423593E+02        1.267979E+01        -1.202039E+00        9.063310E-02        
2.814811E+01        -1.419759E+02        1.264564E+01        -1.198604E+00        9.036266E-02        
2.812282E+01        -1.415935E+02        1.261160E+01        -1.195179E+00        9.009302E-02        
2.809756E+01        -1.412122E+02        1.257764E+01        -1.191764E+00        8.982418E-02        
2.807232E+01        -1.408319E+02        1.254377E+01        -1.188359E+00        8.955613E-02        
2.804710E+01        -1.404527E+02        1.251000E+01        -1.184963E+00        8.928887E-02        
2.802190E+01        -1.400744E+02        1.247631E+01        -1.181577E+00        8.902241E-02        
2.799673E+01        -1.396972E+02        1.244272E+01        -1.178201E+00        8.875673E-02        
2.797158E+01        -1.393210E+02        1.240921E+01        -1.174834E+00        8.849183E-02        
2.794645E+01        -1.389458E+02        1.237580E+01        -1.171477E+00        8.822772E-02        
2.792135E+01        -1.385716E+02        1.234248E+01        -1.168129E+00        8.796439E-02        
2.789627E+01        -1.381984E+02        1.230925E+01        -1.164791E+00        8.770184E-02        
2.787121E+01        -1.378262E+02        1.227610E+01        -1.161463E+00        8.744006E-02        
2.784617E+01        -1.374550E+02        1.224305E+01        -1.158143E+00        8.717906E-02        
2.782116E+01        -1.370848E+02        1.221008E+01        -1.154834E+00        8.691883E-02        
2.779616E+01        -1.367157E+02        1.217720E+01        -1.151534E+00        8.665937E-02        
2.777119E+01        -1.363475E+02        1.214442E+01        -1.148243E+00        8.640068E-02        
2.774625E+01        -1.359803E+02        1.211172E+01        -1.144961E+00        8.614275E-02        
2.772132E+01        -1.356141E+02        1.207910E+01        -1.141689E+00        8.588558E-02        
2.769642E+01        -1.352489E+02        1.204658E+01        -1.138426E+00        8.562918E-02        
2.767154E+01        -1.348846E+02        1.201414E+01        -1.135173E+00        8.537353E-02        
2.764668E+01        -1.345214E+02        1.198179E+01        -1.131929E+00        8.511864E-02        
2.762184E+01        -1.341591E+02        1.194953E+01        -1.128694E+00        8.486450E-02        
2.759703E+01        -1.337978E+02        1.191736E+01        -1.125468E+00        8.461111E-02        
2.757224E+01        -1.334374E+02        1.188527E+01        -1.122251E+00        8.435847E-02        
2.754747E+01        -1.330781E+02        1.185327E+01        -1.119044E+00        8.410658E-02        
2.752273E+01        -1.327197E+02        1.182135E+01        -1.115846E+00        8.385544E-02        
2.749800E+01        -1.323623E+02        1.178952E+01        -1.112656E+00        8.360503E-02        
2.747330E+01        -1.320058E+02        1.175777E+01        -1.109476E+00        8.335537E-02        
2.744862E+01        -1.316503E+02        1.172612E+01        -1.106305E+00        8.310645E-02        
2.742396E+01        -1.312958E+02        1.169454E+01        -1.103143E+00        8.285826E-02        
2.739933E+01        -1.309422E+02        1.166305E+01        -1.099990E+00        8.261080E-02        
2.737471E+01        -1.305895E+02        1.163165E+01        -1.096846E+00        8.236408E-02        
2.735012E+01        -1.302378E+02        1.160033E+01        -1.093711E+00        8.211809E-02        
2.732555E+01        -1.298871E+02        1.156910E+01        -1.090585E+00        8.187282E-02        
2.730101E+01        -1.295373E+02        1.153794E+01        -1.087468E+00        8.162828E-02        
2.727648E+01        -1.291884E+02        1.150688E+01        -1.084360E+00        8.138447E-02        
2.725198E+01        -1.288405E+02        1.147589E+01        -1.081260E+00        8.114137E-02        
2.722750E+01        -1.284935E+02        1.144499E+01        -1.078169E+00        8.089900E-02        
2.720304E+01        -1.281475E+02        1.141418E+01        -1.075088E+00        8.065734E-02        
2.717860E+01        -1.278024E+02        1.138344E+01        -1.072015E+00        8.041639E-02        
2.715419E+01        -1.274582E+02        1.135279E+01        -1.068950E+00        8.017616E-02        
2.712979E+01        -1.271149E+02        1.132222E+01        -1.065895E+00        7.993664E-02        
2.710542E+01        -1.267726E+02        1.129174E+01        -1.062848E+00        7.969783E-02        
2.708107E+01        -1.264312E+02        1.126133E+01        -1.059809E+00        7.945972E-02        
