# Finite Temperature QED corrections for P_int. [P_int] = MeV^4
# Using the results from Escudero, Jackson, Laine and Sandner 2025.XXXXX with me = 0.51099895, alpha = 1/137.035999084. Previous versions used results from Mangano et al astro-ph/0111408 (LO) and Bennett et al 1911.04504 (NLO).
# T (MeV)           P_int (e^2)          P_int (e^3)          P_int (e^4)          P_int (e^5)          
5.726729E-03        -3.502411E-50        1.904750E-67        -3.162170E-15        -4.187821E-16        
5.721585E-03        -3.222228E-50        1.686079E-67        -3.150823E-15        -4.172793E-16        
5.716445E-03        -2.964245E-50        1.492352E-67        -3.139517E-15        -4.157819E-16        
5.711310E-03        -2.726721E-50        1.320740E-67        -3.128251E-15        -4.142899E-16        
5.706179E-03        -2.508047E-50        1.168736E-67        -3.117025E-15        -4.128033E-16        
5.701054E-03        -2.306744E-50        1.034114E-67        -3.105840E-15        -4.113220E-16        
5.695932E-03        -2.121445E-50        9.148988E-68        -3.094695E-15        -4.098460E-16        
5.690815E-03        -1.950889E-50        8.093393E-68        -3.083590E-15        -4.083753E-16        
5.685703E-03        -1.793915E-50        7.158812E-68        -3.072525E-15        -4.069098E-16        
5.680596E-03        -1.649451E-50        6.331463E-68        -3.061499E-15        -4.054497E-16        
5.675493E-03        -1.516512E-50        5.599121E-68        -3.050513E-15        -4.039947E-16        
5.670394E-03        -1.394185E-50        4.950946E-68        -3.039567E-15        -4.025450E-16        
5.665301E-03        -1.281632E-50        4.377329E-68        -3.028659E-15        -4.011005E-16        
5.660211E-03        -1.178080E-50        3.869748E-68        -3.017791E-15        -3.996612E-16        
5.655127E-03        -1.082816E-50        3.420651E-68        -3.006962E-15        -3.982271E-16        
5.650047E-03        -9.951821E-51        3.023342E-68        -2.996172E-15        -3.967980E-16        
5.644971E-03        -9.145740E-51        2.671888E-68        -2.985420E-15        -3.953742E-16        
5.639900E-03        -8.404336E-51        2.361030E-68        -2.974708E-15        -3.939554E-16        
5.634834E-03        -7.722469E-51        2.086110E-68        -2.964033E-15        -3.925417E-16        
5.629772E-03        -7.095404E-51        1.842999E-68        -2.953397E-15        -3.911331E-16        
5.624714E-03        -6.518779E-51        1.628041E-68        -2.942799E-15        -3.897296E-16        
5.619662E-03        -5.988575E-51        1.437996E-68        -2.932239E-15        -3.883310E-16        
5.614613E-03        -5.501092E-51        1.269996E-68        -2.921717E-15        -3.869375E-16        
5.609570E-03        -5.052919E-51        1.121499E-68        -2.911232E-15        -3.855491E-16        
5.604531E-03        -4.640917E-51        9.902567E-69        -2.900786E-15        -3.841655E-16        
5.599496E-03        -4.262195E-51        8.742761E-69        -2.890376E-15        -3.827870E-16        
5.594466E-03        -3.914090E-51        7.717940E-69        -2.880004E-15        -3.814134E-16        
5.589440E-03        -3.594150E-51        6.812495E-69        -2.869670E-15        -3.800447E-16        
5.584419E-03        -3.300119E-51        6.012607E-69        -2.859372E-15        -3.786810E-16        
5.579403E-03        -3.029918E-51        5.306050E-69        -2.849111E-15        -3.773221E-16        
5.574391E-03        -2.781635E-51        4.682003E-69        -2.838888E-15        -3.759681E-16        
5.569383E-03        -2.553507E-51        4.130892E-69        -2.828700E-15        -3.746190E-16        
5.564380E-03        -2.343915E-51        3.644246E-69        -2.818550E-15        -3.732747E-16        
5.559381E-03        -2.151367E-51        3.214573E-69        -2.808436E-15        -3.719352E-16        
5.554387E-03        -1.974490E-51        2.835244E-69        -2.798358E-15        -3.706005E-16        
5.549398E-03        -1.812020E-51        2.500399E-69        -2.788316E-15        -3.692707E-16        
5.544413E-03        -1.662795E-51        2.204853E-69        -2.778311E-15        -3.679456E-16        
5.539432E-03        -1.525746E-51        1.944023E-69        -2.768341E-15        -3.666252E-16        
5.534456E-03        -1.399888E-51        1.713858E-69        -2.758407E-15        -3.653096E-16        
5.529484E-03        -1.284317E-51        1.510774E-69        -2.748508E-15        -3.639987E-16        
5.524517E-03        -1.178199E-51        1.331606E-69        -2.738646E-15        -3.626925E-16        
5.519554E-03        -1.080768E-51        1.173555E-69        -2.728818E-15        -3.613910E-16        
5.514596E-03        -9.913198E-52        1.034147E-69        -2.719026E-15        -3.600942E-16        
5.509642E-03        -9.092068E-52        9.111968E-70        -2.709269E-15        -3.588021E-16        
5.504693E-03        -8.338329E-52        8.027743E-70        -2.699547E-15        -3.575145E-16        
5.499748E-03        -7.646503E-52        7.071733E-70        -2.689860E-15        -3.562316E-16        
5.494807E-03        -7.011550E-52        6.228873E-70        -2.680208E-15        -3.549533E-16        
5.489871E-03        -6.428841E-52        5.485852E-70        -2.670590E-15        -3.536796E-16        
5.484939E-03        -5.894115E-52        4.830919E-70        -2.661007E-15        -3.524104E-16        
5.480012E-03        -5.403459E-52        4.253696E-70        -2.651458E-15        -3.511458E-16        
5.475089E-03        -4.953275E-52        3.745019E-70        -2.641943E-15        -3.498858E-16        
5.470171E-03        -4.540255E-52        3.296799E-70        -2.632463E-15        -3.486302E-16        
5.465257E-03        -4.161360E-52        2.901896E-70        -2.623016E-15        -3.473792E-16        
5.460348E-03        -3.813797E-52        2.554007E-70        -2.613604E-15        -3.461326E-16        
5.455442E-03        -3.494999E-52        2.247569E-70        -2.604225E-15        -3.448906E-16        
5.450542E-03        -3.202607E-52        1.977674E-70        -2.594880E-15        -3.436530E-16        
5.445645E-03        -2.934454E-52        1.739991E-70        -2.585569E-15        -3.424198E-16        
5.440754E-03        -2.688550E-52        1.530700E-70        -2.576290E-15        -3.411910E-16        
5.435866E-03        -2.463065E-52        1.346430E-70        -2.567046E-15        -3.399667E-16        
5.430983E-03        -2.256320E-52        1.184207E-70        -2.557834E-15        -3.387468E-16        
5.426104E-03        -2.066772E-52        1.041412E-70        -2.548655E-15        -3.375312E-16        
5.421230E-03        -1.893004E-52        9.157302E-71        -2.539510E-15        -3.363200E-16        
5.416360E-03        -1.733713E-52        8.051245E-71        -2.530397E-15        -3.351131E-16        
5.411494E-03        -1.587705E-52        7.077973E-71        -2.521317E-15        -3.339106E-16        
5.406633E-03        -1.453883E-52        6.221644E-71        -2.512269E-15        -3.327124E-16        
5.401776E-03        -1.331238E-52        5.468291E-71        -2.503254E-15        -3.315185E-16        
5.396924E-03        -1.218847E-52        4.805608E-71        -2.494271E-15        -3.303288E-16        
5.392075E-03        -1.115858E-52        4.222749E-71        -2.485321E-15        -3.291435E-16        
5.387232E-03        -1.021494E-52        3.710157E-71        -2.476403E-15        -3.279624E-16        
5.382392E-03        -9.350381E-53        3.259414E-71        -2.467516E-15        -3.267855E-16        
5.377557E-03        -8.558339E-53        2.863101E-71        -2.458662E-15        -3.256129E-16        
5.372726E-03        -7.832788E-53        2.514687E-71        -2.449839E-15        -3.244444E-16        
5.367900E-03        -7.168196E-53        2.208417E-71        -2.441048E-15        -3.232802E-16        
5.363078E-03        -6.559488E-53        1.939225E-71        -2.432288E-15        -3.221201E-16        
5.358260E-03        -6.002009E-53        1.702649E-71        -2.423560E-15        -3.209642E-16        
5.353447E-03        -5.491486E-53        1.494762E-71        -2.414863E-15        -3.198125E-16        
5.348638E-03        -5.024000E-53        1.312105E-71        -2.406198E-15        -3.186648E-16        
5.343833E-03        -4.595956E-53        1.151635E-71        -2.397563E-15        -3.175213E-16        
5.339032E-03        -4.204057E-53        1.010674E-71        -2.388960E-15        -3.163819E-16        
5.334236E-03        -3.845278E-53        8.868635E-72        -2.380387E-15        -3.152466E-16        
5.329444E-03        -3.516845E-53        7.781298E-72        -2.371846E-15        -3.141154E-16        
5.324657E-03        -3.216215E-53        6.826482E-72        -2.363334E-15        -3.129882E-16        
5.319874E-03        -2.941056E-53        5.988131E-72        -2.354854E-15        -3.118651E-16        
5.315095E-03        -2.689230E-53        5.252126E-72        -2.346403E-15        -3.107460E-16        
5.310320E-03        -2.458775E-53        4.606048E-72        -2.337984E-15        -3.096309E-16        
5.305550E-03        -2.247894E-53        4.038974E-72        -2.329594E-15        -3.085198E-16        
5.300784E-03        -2.054940E-53        3.541303E-72        -2.321234E-15        -3.074127E-16        
5.296022E-03        -1.878402E-53        3.104591E-72        -2.312905E-15        -3.063095E-16        
5.291264E-03        -1.716897E-53        2.721415E-72        -2.304605E-15        -3.052104E-16        
5.286511E-03        -1.569155E-53        2.385254E-72        -2.296335E-15        -3.041152E-16        
5.281762E-03        -1.434015E-53        2.090371E-72        -2.288095E-15        -3.030239E-16        
5.277018E-03        -1.310411E-53        1.831730E-72        -2.279884E-15        -3.019365E-16        
5.272277E-03        -1.197368E-53        1.604902E-72        -2.271703E-15        -3.008530E-16        
5.267541E-03        -1.093990E-53        1.405997E-72        -2.263551E-15        -2.997734E-16        
5.262809E-03        -9.994600E-54        1.231599E-72        -2.255429E-15        -2.986977E-16        
5.258081E-03        -9.130263E-54        1.078707E-72        -2.247335E-15        -2.976258E-16        
5.253358E-03        -8.340019E-54        9.446831E-73        -2.239271E-15        -2.965578E-16        
5.248639E-03        -7.617575E-54        8.272138E-73        -2.231235E-15        -2.954937E-16        
5.243924E-03        -6.957164E-54        7.242661E-73        -2.223229E-15        -2.944333E-16        
5.239213E-03        -6.353507E-54        6.340556E-73        -2.215251E-15        -2.933768E-16        
5.234507E-03        -5.801772E-54        5.550156E-73        -2.207302E-15        -2.923240E-16        
5.229804E-03        -5.297531E-54        4.857711E-73        -2.199381E-15        -2.912750E-16        
5.225106E-03        -4.836733E-54        4.251153E-73        -2.191489E-15        -2.902298E-16        
5.220413E-03        -4.415668E-54        3.719892E-73        -2.183625E-15        -2.891883E-16        
5.215723E-03        -4.030940E-54        3.254636E-73        -2.175789E-15        -2.881506E-16        
5.211038E-03        -3.679442E-54        2.847233E-73        -2.167981E-15        -2.871166E-16        
5.206357E-03        -3.358328E-54        2.490532E-73        -2.160202E-15        -2.860863E-16        
5.201680E-03        -3.064996E-54        2.178259E-73        -2.152450E-15        -2.850597E-16        
5.197007E-03        -2.797063E-54        1.904913E-73        -2.144726E-15        -2.840368E-16        
5.192338E-03        -2.552349E-54        1.665671E-73        -2.137030E-15        -2.830175E-16        
5.187674E-03        -2.328860E-54        1.456302E-73        -2.129361E-15        -2.820019E-16        
5.183014E-03        -2.124771E-54        1.273098E-73        -2.121720E-15        -2.809900E-16        
5.178358E-03        -1.938413E-54        1.112808E-73        -2.114106E-15        -2.799817E-16        
5.173706E-03        -1.768259E-54        9.725834E-74        -2.106520E-15        -2.789770E-16        
5.169058E-03        -1.612912E-54        8.499267E-74        -2.098961E-15        -2.779759E-16        
5.164415E-03        -1.471096E-54        7.426499E-74        -2.091429E-15        -2.769784E-16        
5.159776E-03        -1.341641E-54        6.488357E-74        -2.083924E-15        -2.759845E-16        
5.155141E-03        -1.223481E-54        5.668044E-74        -2.076446E-15        -2.749942E-16        
5.150510E-03        -1.115638E-54        4.950847E-74        -2.068995E-15        -2.740074E-16        
