# Finite Temperature QED corrections for P_int. [P_int] = MeV^4
# Using the results from Escudero, Jackson, Laine and Sandner 2025.XXXXX with me = 0.51099895, alpha = 1/137.035999084. Previous versions used results from Mangano et al astro-ph/0111408 (LO) and Bennett et al 1911.04504 (NLO).
# T (MeV)           P_int (e^2)          P_int (e^3)          P_int (e^4)          P_int (e^5)          
2.676652E+01        -8.166387E+02        7.275807E+01        -6.515108E+00        2.461443E-01        
2.674247E+01        -8.137073E+02        7.249697E+01        -6.490591E+00        2.451600E-01        
2.671845E+01        -8.107865E+02        7.223681E+01        -6.466167E+00        2.441797E-01        
2.669445E+01        -8.078762E+02        7.197759E+01        -6.441833E+00        2.432032E-01        
2.667047E+01        -8.049763E+02        7.171929E+01        -6.417592E+00        2.422306E-01        
2.664651E+01        -8.020868E+02        7.146192E+01        -6.393441E+00        2.412619E-01        
2.662257E+01        -7.992077E+02        7.120547E+01        -6.369381E+00        2.402970E-01        
2.659866E+01        -7.963390E+02        7.094995E+01        -6.345411E+00        2.393359E-01        
2.657476E+01        -7.934805E+02        7.069534E+01        -6.321532E+00        2.383786E-01        
2.655089E+01        -7.906323E+02        7.044164E+01        -6.297742E+00        2.374251E-01        
2.652704E+01        -7.877943E+02        7.018886E+01        -6.274041E+00        2.364754E-01        
2.650321E+01        -7.849665E+02        6.993698E+01        -6.250430E+00        2.355294E-01        
2.647940E+01        -7.821488E+02        6.968600E+01        -6.226907E+00        2.345872E-01        
2.645561E+01        -7.793413E+02        6.943593E+01        -6.203472E+00        2.336487E-01        
2.643185E+01        -7.765438E+02        6.918675E+01        -6.180125E+00        2.327139E-01        
2.640810E+01        -7.737564E+02        6.893847E+01        -6.156866E+00        2.317828E-01        
2.638438E+01        -7.709790E+02        6.869108E+01        -6.133695E+00        2.308554E-01        
2.636068E+01        -7.682115E+02        6.844458E+01        -6.110610E+00        2.299317E-01        
2.633700E+01        -7.654540E+02        6.819896E+01        -6.087612E+00        2.290116E-01        
2.631334E+01        -7.627064E+02        6.795422E+01        -6.064700E+00        2.280952E-01        
2.628970E+01        -7.599686E+02        6.771036E+01        -6.041875E+00        2.271824E-01        
2.626609E+01        -7.572407E+02        6.746738E+01        -6.019135E+00        2.262732E-01        
2.624249E+01        -7.545225E+02        6.722527E+01        -5.996481E+00        2.253676E-01        
2.621892E+01        -7.518142E+02        6.698402E+01        -5.973911E+00        2.244656E-01        
2.619536E+01        -7.491155E+02        6.674365E+01        -5.951427E+00        2.235672E-01        
2.617183E+01        -7.464265E+02        6.650413E+01        -5.929026E+00        2.226723E-01        
2.614832E+01        -7.437472E+02        6.626548E+01        -5.906710E+00        2.217810E-01        
2.612483E+01        -7.410774E+02        6.602768E+01        -5.884478E+00        2.208932E-01        
2.610136E+01        -7.384173E+02        6.579073E+01        -5.862329E+00        2.200089E-01        
2.607792E+01        -7.357667E+02        6.555464E+01        -5.840264E+00        2.191281E-01        
2.605449E+01        -7.331256E+02        6.531939E+01        -5.818281E+00        2.182508E-01        
2.603109E+01        -7.304940E+02        6.508498E+01        -5.796381E+00        2.173770E-01        
2.600770E+01        -7.278719E+02        6.485142E+01        -5.774563E+00        2.165066E-01        
2.598434E+01        -7.252592E+02        6.461870E+01        -5.752827E+00        2.156397E-01        
2.596100E+01        -7.226558E+02        6.438681E+01        -5.731173E+00        2.147763E-01        
2.593768E+01        -7.200618E+02        6.415575E+01        -5.709600E+00        2.139162E-01        
2.591438E+01        -7.174771E+02        6.392552E+01        -5.688108E+00        2.130596E-01        
2.589110E+01        -7.149016E+02        6.369612E+01        -5.666696E+00        2.122063E-01        
2.586784E+01        -7.123354E+02        6.346754E+01        -5.645366E+00        2.113564E-01        
2.584460E+01        -7.097785E+02        6.323978E+01        -5.624115E+00        2.105099E-01        
2.582138E+01        -7.072307E+02        6.301284E+01        -5.602944E+00        2.096668E-01        
2.579819E+01        -7.046920E+02        6.278671E+01        -5.581853E+00        2.088269E-01        
2.577501E+01        -7.021625E+02        6.256140E+01        -5.560840E+00        2.079905E-01        
2.575186E+01        -6.996420E+02        6.233689E+01        -5.539907E+00        2.071573E-01        
2.572873E+01        -6.971306E+02        6.211319E+01        -5.519052E+00        2.063274E-01        
2.570561E+01        -6.946282E+02        6.189029E+01        -5.498276E+00        2.055008E-01        
2.568252E+01        -6.921347E+02        6.166819E+01        -5.477578E+00        2.046775E-01        
2.565945E+01        -6.896503E+02        6.144689E+01        -5.456957E+00        2.038575E-01        
2.563640E+01        -6.871747E+02        6.122638E+01        -5.436414E+00        2.030407E-01        
2.561337E+01        -6.847080E+02        6.100667E+01        -5.415948E+00        2.022271E-01        
2.559036E+01        -6.822502E+02        6.078774E+01        -5.395559E+00        2.014168E-01        
2.556737E+01        -6.798012E+02        6.056960E+01        -5.375247E+00        2.006096E-01        
2.554441E+01        -6.773610E+02        6.035224E+01        -5.355010E+00        1.998057E-01        
2.552146E+01        -6.749295E+02        6.013566E+01        -5.334850E+00        1.990050E-01        
2.549853E+01        -6.725068E+02        5.991986E+01        -5.314766E+00        1.982074E-01        
2.547563E+01        -6.700928E+02        5.970483E+01        -5.294757E+00        1.974130E-01        
2.545274E+01        -6.676874E+02        5.949057E+01        -5.274823E+00        1.966218E-01        
2.542988E+01        -6.652907E+02        5.927708E+01        -5.254964E+00        1.958336E-01        
2.540703E+01        -6.629025E+02        5.906436E+01        -5.235180E+00        1.950486E-01        
2.538421E+01        -6.605230E+02        5.885241E+01        -5.215470E+00        1.942668E-01        
2.536141E+01        -6.581520E+02        5.864121E+01        -5.195834E+00        1.934880E-01        
2.533862E+01        -6.557895E+02        5.843077E+01        -5.176271E+00        1.927123E-01        
2.531586E+01        -6.534354E+02        5.822109E+01        -5.156783E+00        1.919397E-01        
2.529312E+01        -6.510898E+02        5.801215E+01        -5.137367E+00        1.911701E-01        
2.527040E+01        -6.487527E+02        5.780397E+01        -5.118024E+00        1.904036E-01        
2.524770E+01        -6.464239E+02        5.759654E+01        -5.098754E+00        1.896401E-01        
2.522502E+01        -6.441035E+02        5.738985E+01        -5.079557E+00        1.888797E-01        
2.520236E+01        -6.417914E+02        5.718390E+01        -5.060431E+00        1.881223E-01        
2.517972E+01        -6.394876E+02        5.697869E+01        -5.041378E+00        1.873679E-01        
2.515710E+01        -6.371921E+02        5.677421E+01        -5.022396E+00        1.866164E-01        
2.513450E+01        -6.349048E+02        5.657047E+01        -5.003485E+00        1.858680E-01        
2.511192E+01        -6.326257E+02        5.636747E+01        -4.984645E+00        1.851225E-01        
2.508936E+01        -6.303548E+02        5.616519E+01        -4.965876E+00        1.843800E-01        
2.506682E+01        -6.280921E+02        5.596363E+01        -4.947178E+00        1.836404E-01        
2.504431E+01        -6.258375E+02        5.576280E+01        -4.928550E+00        1.829038E-01        
2.502181E+01        -6.235909E+02        5.556269E+01        -4.909992E+00        1.821701E-01        
2.499933E+01        -6.213525E+02        5.536330E+01        -4.891503E+00        1.814392E-01        
2.497687E+01        -6.191220E+02        5.516462E+01        -4.873084E+00        1.807113E-01        
2.495444E+01        -6.168996E+02        5.496666E+01        -4.854735E+00        1.799863E-01        
2.493202E+01        -6.146851E+02        5.476941E+01        -4.836454E+00        1.792642E-01        
2.490962E+01        -6.124786E+02        5.457286E+01        -4.818241E+00        1.785449E-01        
2.488725E+01        -6.102801E+02        5.437702E+01        -4.800098E+00        1.778285E-01        
2.486489E+01        -6.080894E+02        5.418188E+01        -4.782022E+00        1.771149E-01        
2.484255E+01        -6.059065E+02        5.398745E+01        -4.764014E+00        1.764041E-01        
2.482024E+01        -6.037315E+02        5.379371E+01        -4.746074E+00        1.756962E-01        
2.479794E+01        -6.015643E+02        5.360066E+01        -4.728202E+00        1.749911E-01        
2.477566E+01        -5.994049E+02        5.340831E+01        -4.710396E+00        1.742887E-01        
2.475341E+01        -5.972533E+02        5.321665E+01        -4.692658E+00        1.735892E-01        
2.473117E+01        -5.951093E+02        5.302568E+01        -4.674986E+00        1.728924E-01        
2.470895E+01        -5.929731E+02        5.283539E+01        -4.657380E+00        1.721984E-01        
2.468676E+01        -5.908445E+02        5.264578E+01        -4.639841E+00        1.715072E-01        
2.466458E+01        -5.887236E+02        5.245686E+01        -4.622368E+00        1.708187E-01        
2.464242E+01        -5.866103E+02        5.226861E+01        -4.604960E+00        1.701329E-01        
2.462029E+01        -5.845045E+02        5.208104E+01        -4.587617E+00        1.694499E-01        
2.459817E+01        -5.824063E+02        5.189414E+01        -4.570340E+00        1.687695E-01        
2.457607E+01        -5.803157E+02        5.170792E+01        -4.553128E+00        1.680919E-01        
2.455400E+01        -5.782325E+02        5.152236E+01        -4.535980E+00        1.674170E-01        
2.453194E+01        -5.761569E+02        5.133746E+01        -4.518897E+00        1.667447E-01        
2.450990E+01        -5.740886E+02        5.115323E+01        -4.501878E+00        1.660751E-01        
2.448789E+01        -5.720278E+02        5.096967E+01        -4.484923E+00        1.654082E-01        
2.446589E+01        -5.699744E+02        5.078676E+01        -4.468031E+00        1.647439E-01        
2.444391E+01        -5.679284E+02        5.060450E+01        -4.451203E+00        1.640822E-01        
2.442195E+01        -5.658897E+02        5.042290E+01        -4.434439E+00        1.634232E-01        
2.440001E+01        -5.638583E+02        5.024196E+01        -4.417737E+00        1.627668E-01        
2.437809E+01        -5.618343E+02        5.006166E+01        -4.401098E+00        1.621130E-01        
2.435619E+01        -5.598174E+02        4.988201E+01        -4.384522E+00        1.614618E-01        
2.433431E+01        -5.578079E+02        4.970300E+01        -4.368008E+00        1.608132E-01        
2.431245E+01        -5.558055E+02        4.952463E+01        -4.351556E+00        1.601671E-01        
2.429061E+01        -5.538103E+02        4.934691E+01        -4.335165E+00        1.595236E-01        
2.426879E+01        -5.518223E+02        4.916982E+01        -4.318837E+00        1.588827E-01        
2.424699E+01        -5.498414E+02        4.899337E+01        -4.302569E+00        1.582443E-01        
2.422521E+01        -5.478677E+02        4.881755E+01        -4.286363E+00        1.576085E-01        
2.420345E+01        -5.459010E+02        4.864237E+01        -4.270218E+00        1.569752E-01        
2.418171E+01        -5.439413E+02        4.846781E+01        -4.254133E+00        1.563444E-01        
2.415998E+01        -5.419887E+02        4.829388E+01        -4.238109E+00        1.557161E-01        
2.413828E+01        -5.400432E+02        4.812057E+01        -4.222145E+00        1.550903E-01        
2.411660E+01        -5.381046E+02        4.794788E+01        -4.206242E+00        1.544670E-01        
2.409493E+01        -5.361729E+02        4.777582E+01        -4.190397E+00        1.538461E-01        
2.407329E+01        -5.342482E+02        4.760437E+01        -4.174613E+00        1.532278E-01        
2.405166E+01        -5.323304E+02        4.743353E+01        -4.158887E+00        1.526119E-01        
2.403006E+01        -5.304195E+02        4.726331E+01        -4.143221E+00        1.519984E-01        
2.400847E+01        -5.285154E+02        4.709370E+01        -4.127614E+00        1.513874E-01        
2.398690E+01        -5.266182E+02        4.692470E+01        -4.112065E+00        1.507788E-01        
2.396535E+01        -5.247278E+02        4.675631E+01        -4.096575E+00        1.501726E-01        
2.394383E+01        -5.228441E+02        4.658852E+01        -4.081143E+00        1.495688E-01        
2.392232E+01        -5.209672E+02        4.642133E+01        -4.065769E+00        1.489674E-01        
2.390083E+01        -5.190971E+02        4.625474E+01        -4.050453E+00        1.483685E-01        
2.387936E+01        -5.172337E+02        4.608875E+01        -4.035194E+00        1.477719E-01        
2.385791E+01        -5.153769E+02        4.592336E+01        -4.019993E+00        1.471776E-01        
2.383647E+01        -5.135269E+02        4.575856E+01        -4.004849E+00        1.465858E-01        
2.381506E+01        -5.116834E+02        4.559435E+01        -3.989761E+00        1.459962E-01        
2.379367E+01        -5.098466E+02        4.543073E+01        -3.974731E+00        1.454091E-01        
2.377229E+01        -5.080164E+02        4.526769E+01        -3.959757E+00        1.448242E-01        
2.375094E+01        -5.061927E+02        4.510525E+01        -3.944839E+00        1.442417E-01        
2.372960E+01        -5.043756E+02        4.494338E+01        -3.929977E+00        1.436615E-01        
2.370829E+01        -5.025650E+02        4.478210E+01        -3.915171E+00        1.430836E-01        
2.368699E+01        -5.007609E+02        4.462139E+01        -3.900421E+00        1.425080E-01        
2.366571E+01        -4.989633E+02        4.446126E+01        -3.885726E+00        1.419347E-01        
2.364445E+01        -4.971722E+02        4.430171E+01        -3.871087E+00        1.413637E-01        
2.362321E+01        -4.953874E+02        4.414272E+01        -3.856502E+00        1.407949E-01        
2.360199E+01        -4.936091E+02        4.398431E+01        -3.841973E+00        1.402284E-01        
2.358079E+01        -4.918372E+02        4.382647E+01        -3.827498E+00        1.396642E-01        
2.355960E+01        -4.900716E+02        4.366919E+01        -3.813077E+00        1.391022E-01        
2.353844E+01        -4.883123E+02        4.351248E+01        -3.798711E+00        1.385424E-01        
2.351730E+01        -4.865594E+02        4.335633E+01        -3.784398E+00        1.379849E-01        
2.349617E+01        -4.848128E+02        4.320074E+01        -3.770139E+00        1.374296E-01        
2.347506E+01        -4.830724E+02        4.304571E+01        -3.755934E+00        1.368765E-01        
2.345397E+01        -4.813383E+02        4.289124E+01        -3.741783E+00        1.363255E-01        
2.343291E+01        -4.796103E+02        4.273732E+01        -3.727684E+00        1.357768E-01        
2.341186E+01        -4.778886E+02        4.258395E+01        -3.713639E+00        1.352303E-01        
2.339082E+01        -4.761731E+02        4.243113E+01        -3.699646E+00        1.346859E-01        
2.336981E+01        -4.744638E+02        4.227886E+01        -3.685706E+00        1.341437E-01        
2.334882E+01        -4.727605E+02        4.212714E+01        -3.671818E+00        1.336037E-01        
2.332784E+01        -4.710634E+02        4.197596E+01        -3.657983E+00        1.330658E-01        
2.330689E+01        -4.693724E+02        4.182533E+01        -3.644199E+00        1.325300E-01        
2.328595E+01        -4.676874E+02        4.167523E+01        -3.630468E+00        1.319964E-01        
2.326503E+01        -4.660085E+02        4.152567E+01        -3.616788E+00        1.314649E-01        
2.324413E+01        -4.643356E+02        4.137665E+01        -3.603159E+00        1.309355E-01        
2.322325E+01        -4.626688E+02        4.122817E+01        -3.589582E+00        1.304082E-01        
2.320239E+01        -4.610079E+02        4.108022E+01        -3.576055E+00        1.298831E-01        
2.318155E+01        -4.593529E+02        4.093279E+01        -3.562580E+00        1.293600E-01        
2.316072E+01        -4.577039E+02        4.078590E+01        -3.549155E+00        1.288390E-01        
2.313992E+01        -4.560609E+02        4.063954E+01        -3.535781E+00        1.283200E-01        
2.311913E+01        -4.544237E+02        4.049370E+01        -3.522457E+00        1.278032E-01        
2.309836E+01        -4.527924E+02        4.034838E+01        -3.509183E+00        1.272883E-01        
2.307761E+01        -4.511669E+02        4.020359E+01        -3.495959E+00        1.267756E-01        
2.305688E+01        -4.495473E+02        4.005931E+01        -3.482784E+00        1.262649E-01        
2.303617E+01        -4.479335E+02        3.991555E+01        -3.469659E+00        1.257562E-01        
2.301548E+01        -4.463255E+02        3.977231E+01        -3.456584E+00        1.252495E-01        
2.299480E+01        -4.447233E+02        3.962958E+01        -3.443558E+00        1.247449E-01        
2.297414E+01        -4.431268E+02        3.948737E+01        -3.430580E+00        1.242422E-01        
2.295351E+01        -4.415361E+02        3.934566E+01        -3.417652E+00        1.237416E-01        
2.293289E+01        -4.399510E+02        3.920446E+01        -3.404772E+00        1.232429E-01        
2.291229E+01        -4.383717E+02        3.906377E+01        -3.391940E+00        1.227463E-01        
2.289170E+01        -4.367980E+02        3.892359E+01        -3.379157E+00        1.222516E-01        
2.287114E+01        -4.352299E+02        3.878391E+01        -3.366422E+00        1.217589E-01        
2.285059E+01        -4.336675E+02        3.864472E+01        -3.353734E+00        1.212681E-01        
2.283007E+01        -4.321107E+02        3.850604E+01        -3.341095E+00        1.207793E-01        
2.280956E+01        -4.305595E+02        3.836786E+01        -3.328502E+00        1.202925E-01        
2.278907E+01        -4.290139E+02        3.823017E+01        -3.315958E+00        1.198076E-01        
2.276860E+01        -4.274738E+02        3.809298E+01        -3.303460E+00        1.193246E-01        
2.274814E+01        -4.259392E+02        3.795628E+01        -3.291009E+00        1.188435E-01        
2.272771E+01        -4.244101E+02        3.782006E+01        -3.278606E+00        1.183644E-01        
2.270729E+01        -4.228865E+02        3.768434E+01        -3.266249E+00        1.178871E-01        
2.268689E+01        -4.213684E+02        3.754911E+01        -3.253938E+00        1.174118E-01        
2.266651E+01        -4.198558E+02        3.741436E+01        -3.241673E+00        1.169384E-01        
2.264615E+01        -4.183485E+02        3.728009E+01        -3.229455E+00        1.164668E-01        
2.262581E+01        -4.168467E+02        3.714631E+01        -3.217283E+00        1.159972E-01        
2.260548E+01        -4.153503E+02        3.701300E+01        -3.205156E+00        1.155293E-01        
2.258518E+01        -4.138592E+02        3.688018E+01        -3.193075E+00        1.150634E-01        
2.256489E+01        -4.123735E+02        3.674783E+01        -3.181040E+00        1.145993E-01        
2.254462E+01        -4.108932E+02        3.661595E+01        -3.169049E+00        1.141371E-01        
2.252436E+01        -4.094181E+02        3.648455E+01        -3.157104E+00        1.136767E-01        
2.250413E+01        -4.079483E+02        3.635362E+01        -3.145204E+00        1.132181E-01        
2.248391E+01        -4.064838E+02        3.622316E+01        -3.133348E+00        1.127614E-01        
2.246372E+01        -4.050246E+02        3.609317E+01        -3.121537E+00        1.123065E-01        
2.244354E+01        -4.035706E+02        3.596364E+01        -3.109771E+00        1.118534E-01        
2.242338E+01        -4.021218E+02        3.583458E+01        -3.098048E+00        1.114021E-01        
2.240323E+01        -4.006782E+02        3.570599E+01        -3.086370E+00        1.109526E-01        
2.238311E+01        -3.992399E+02        3.557785E+01        -3.074736E+00        1.105049E-01        
2.236300E+01        -3.978066E+02        3.545017E+01        -3.063145E+00        1.100590E-01        
2.234291E+01        -3.963785E+02        3.532296E+01        -3.051598E+00        1.096148E-01        
2.232284E+01        -3.949556E+02        3.519619E+01        -3.040095E+00        1.091725E-01        
2.230279E+01        -3.935377E+02        3.506989E+01        -3.028635E+00        1.087319E-01        
2.228275E+01        -3.921249E+02        3.494404E+01        -3.017217E+00        1.082930E-01        
2.226274E+01        -3.907172E+02        3.481863E+01        -3.005843E+00        1.078559E-01        
2.224274E+01        -3.893146E+02        3.469368E+01        -2.994512E+00        1.074205E-01        
2.222276E+01        -3.879170E+02        3.456918E+01        -2.983223E+00        1.069869E-01        
2.220279E+01        -3.865244E+02        3.444512E+01        -2.971976E+00        1.065550E-01        
2.218285E+01        -3.851368E+02        3.432151E+01        -2.960772E+00        1.061249E-01        
2.216292E+01        -3.837542E+02        3.419834E+01        -2.949610E+00        1.056964E-01        
2.214301E+01        -3.823765E+02        3.407562E+01        -2.938490E+00        1.052696E-01        
2.212312E+01        -3.810038E+02        3.395333E+01        -2.927412E+00        1.048446E-01        
2.210325E+01        -3.796360E+02        3.383149E+01        -2.916376E+00        1.044212E-01        
2.208339E+01        -3.782732E+02        3.371008E+01        -2.905381E+00        1.039996E-01        
2.206355E+01        -3.769152E+02        3.358910E+01        -2.894427E+00        1.035796E-01        
2.204373E+01        -3.755621E+02        3.346856E+01        -2.883515E+00        1.031613E-01        
2.202393E+01        -3.742138E+02        3.334846E+01        -2.872643E+00        1.027446E-01        
2.200415E+01        -3.728704E+02        3.322878E+01        -2.861813E+00        1.023297E-01        
2.198438E+01        -3.715318E+02        3.310954E+01        -2.851023E+00        1.019163E-01        
2.196463E+01        -3.701981E+02        3.299072E+01        -2.840274E+00        1.015047E-01        
2.194490E+01        -3.688691E+02        3.287233E+01        -2.829565E+00        1.010946E-01        
2.192519E+01        -3.675448E+02        3.275436E+01        -2.818896E+00        1.006862E-01        
2.190549E+01        -3.662254E+02        3.263681E+01        -2.808268E+00        1.002795E-01        
2.188581E+01        -3.649106E+02        3.251969E+01        -2.797680E+00        9.987432E-02        
2.186615E+01        -3.636006E+02        3.240299E+01        -2.787131E+00        9.947079E-02        
2.184651E+01        -3.622953E+02        3.228671E+01        -2.776622E+00        9.906887E-02        
2.182688E+01        -3.609947E+02        3.217084E+01        -2.766153E+00        9.866855E-02        
2.180728E+01        -3.596987E+02        3.205539E+01        -2.755723E+00        9.826984E-02        
2.178769E+01        -3.584074E+02        3.194036E+01        -2.745332E+00        9.787271E-02        
2.176811E+01        -3.571207E+02        3.182573E+01        -2.734980E+00        9.747717E-02        
2.174856E+01        -3.558387E+02        3.171152E+01        -2.724668E+00        9.708320E-02        
2.172902E+01        -3.545612E+02        3.159772E+01        -2.714394E+00        9.669081E-02        
2.170950E+01        -3.532883E+02        3.148433E+01        -2.704158E+00        9.629998E-02        
2.169000E+01        -3.520200E+02        3.137134E+01        -2.693962E+00        9.591072E-02        
2.167052E+01        -3.507563E+02        3.125876E+01        -2.683803E+00        9.552300E-02        
2.165105E+01        -3.494971E+02        3.114658E+01        -2.673683E+00        9.513684E-02        
2.163160E+01        -3.482424E+02        3.103481E+01        -2.663601E+00        9.475221E-02        
2.161217E+01        -3.469922E+02        3.092344E+01        -2.653557E+00        9.436913E-02        
2.159275E+01        -3.457465E+02        3.081246E+01        -2.643550E+00        9.398757E-02        
2.157336E+01        -3.445053E+02        3.070189E+01        -2.633581E+00        9.360753E-02        
2.155398E+01        -3.432685E+02        3.059171E+01        -2.623650E+00        9.322901E-02        
2.153461E+01        -3.420361E+02        3.048193E+01        -2.613756E+00        9.285200E-02        
2.151527E+01        -3.408082E+02        3.037254E+01        -2.603899E+00        9.247650E-02        
2.149594E+01        -3.395847E+02        3.026354E+01        -2.594080E+00        9.210250E-02        
2.147663E+01        -3.383656E+02        3.015494E+01        -2.584297E+00        9.172999E-02        
2.145734E+01        -3.371509E+02        3.004672E+01        -2.574551E+00        9.135896E-02        
2.143806E+01        -3.359405E+02        2.993889E+01        -2.564842E+00        9.098942E-02        
2.141881E+01        -3.347345E+02        2.983145E+01        -2.555169E+00        9.062136E-02        
2.139956E+01        -3.335328E+02        2.972440E+01        -2.545533E+00        9.025476E-02        
2.138034E+01        -3.323354E+02        2.961773E+01        -2.535933E+00        8.988963E-02        
2.136113E+01        -3.311423E+02        2.951144E+01        -2.526369E+00        8.952595E-02        
2.134195E+01        -3.299535E+02        2.940553E+01        -2.516841E+00        8.916373E-02        
2.132277E+01        -3.287689E+02        2.930001E+01        -2.507349E+00        8.880296E-02        
2.130362E+01        -3.275886E+02        2.919486E+01        -2.497892E+00        8.844363E-02        
2.128448E+01        -3.264126E+02        2.909009E+01        -2.488472E+00        8.808573E-02        
2.126536E+01        -3.252407E+02        2.898569E+01        -2.479086E+00        8.772926E-02        
2.124626E+01        -3.240731E+02        2.888167E+01        -2.469736E+00        8.737422E-02        
2.122717E+01        -3.229097E+02        2.877803E+01        -2.460421E+00        8.702059E-02        
2.120810E+01        -3.217504E+02        2.867475E+01        -2.451141E+00        8.666838E-02        
2.118905E+01        -3.205953E+02        2.857185E+01        -2.441896E+00        8.631757E-02        
2.117002E+01        -3.194443E+02        2.846931E+01        -2.432686E+00        8.596817E-02        
2.115100E+01        -3.182975E+02        2.836715E+01        -2.423511E+00        8.562016E-02        
2.113200E+01        -3.171548E+02        2.826535E+01        -2.414370E+00        8.527354E-02        
2.111302E+01        -3.160162E+02        2.816391E+01        -2.405263E+00        8.492831E-02        
2.109405E+01        -3.148817E+02        2.806284E+01        -2.396191E+00        8.458446E-02        
2.107510E+01        -3.137512E+02        2.796213E+01        -2.387153E+00        8.424198E-02        
2.105617E+01        -3.126248E+02        2.786179E+01        -2.378149E+00        8.390087E-02        
2.103725E+01        -3.115025E+02        2.776180E+01        -2.369178E+00        8.356112E-02        
2.101836E+01        -3.103842E+02        2.766217E+01        -2.360242E+00        8.322273E-02        
2.099948E+01        -3.092699E+02        2.756290E+01        -2.351339E+00        8.288569E-02        
2.098061E+01        -3.081596E+02        2.746399E+01        -2.342469E+00        8.255000E-02        
2.096176E+01        -3.070532E+02        2.736543E+01        -2.333633E+00        8.221566E-02        
2.094293E+01        -3.059509E+02        2.726722E+01        -2.324831E+00        8.188265E-02        
2.092412E+01        -3.048525E+02        2.716937E+01        -2.316061E+00        8.155097E-02        
2.090532E+01        -3.037581E+02        2.707187E+01        -2.307324E+00        8.122061E-02        
2.088654E+01        -3.026675E+02        2.697472E+01        -2.298620E+00        8.089158E-02        
2.086778E+01        -3.015809E+02        2.687791E+01        -2.289949E+00        8.056386E-02        
2.084904E+01        -3.004982E+02        2.678146E+01        -2.281311E+00        8.023745E-02        
2.083031E+01        -2.994194E+02        2.668535E+01        -2.272705E+00        7.991235E-02        
2.081159E+01        -2.983444E+02        2.658958E+01        -2.264131E+00        7.958855E-02        
2.079290E+01        -2.972734E+02        2.649416E+01        -2.255590E+00        7.926604E-02        
2.077422E+01        -2.962061E+02        2.639908E+01        -2.247081E+00        7.894483E-02        
2.075556E+01        -2.951427E+02        2.630434E+01        -2.238604E+00        7.862489E-02        
2.073691E+01        -2.940831E+02        2.620995E+01        -2.230159E+00        7.830624E-02        
2.071829E+01        -2.930273E+02        2.611589E+01        -2.221745E+00        7.798886E-02        
2.069967E+01        -2.919753E+02        2.602217E+01        -2.213364E+00        7.767275E-02        
2.068108E+01        -2.909271E+02        2.592878E+01        -2.205013E+00        7.735791E-02        
2.066250E+01        -2.898826E+02        2.583573E+01        -2.196694E+00        7.704432E-02        
2.064394E+01        -2.888419E+02        2.574301E+01        -2.188407E+00        7.673199E-02        
2.062539E+01        -2.878049E+02        2.565063E+01        -2.180151E+00        7.642091E-02        
2.060687E+01        -2.867717E+02        2.555858E+01        -2.171925E+00        7.611107E-02        
2.058835E+01        -2.857421E+02        2.546686E+01        -2.163731E+00        7.580247E-02        
2.056986E+01        -2.847162E+02        2.537547E+01        -2.155568E+00        7.549511E-02        
2.055138E+01        -2.836941E+02        2.528440E+01        -2.147435E+00        7.518897E-02        
2.053292E+01        -2.826756E+02        2.519366E+01        -2.139333E+00        7.488406E-02        
2.051447E+01        -2.816607E+02        2.510325E+01        -2.131261E+00        7.458038E-02        
2.049605E+01        -2.806495E+02        2.501316E+01        -2.123220E+00        7.427790E-02        
2.047763E+01        -2.796419E+02        2.492340E+01        -2.115209E+00        7.397664E-02        
2.045924E+01        -2.786380E+02        2.483396E+01        -2.107228E+00        7.367658E-02        
2.044086E+01        -2.776376E+02        2.474484E+01        -2.099277E+00        7.337772E-02        
2.042250E+01        -2.766409E+02        2.465604E+01        -2.091357E+00        7.308006E-02        
2.040415E+01        -2.756477E+02        2.456755E+01        -2.083466E+00        7.278359E-02        
2.038582E+01        -2.746580E+02        2.447939E+01        -2.075604E+00        7.248831E-02        
2.036751E+01        -2.736720E+02        2.439154E+01        -2.067772E+00        7.219421E-02        
2.034921E+01        -2.726894E+02        2.430401E+01        -2.059970E+00        7.190129E-02        
2.033093E+01        -2.717104E+02        2.421679E+01        -2.052197E+00        7.160954E-02        
2.031267E+01        -2.707350E+02        2.412988E+01        -2.044454E+00        7.131895E-02        
2.029442E+01        -2.697630E+02        2.404329E+01        -2.036739E+00        7.102953E-02        
2.027619E+01        -2.687945E+02        2.395700E+01        -2.029054E+00        7.074127E-02        
2.025798E+01        -2.678294E+02        2.387103E+01        -2.021397E+00        7.045417E-02        
2.023978E+01        -2.668679E+02        2.378536E+01        -2.013769E+00        7.016821E-02        
2.022160E+01        -2.659098E+02        2.370000E+01        -2.006170E+00        6.988340E-02        
2.020343E+01        -2.649551E+02        2.361495E+01        -1.998600E+00        6.959973E-02        
2.018528E+01        -2.640039E+02        2.353021E+01        -1.991058E+00        6.931719E-02        
2.016715E+01        -2.630560E+02        2.344576E+01        -1.983544E+00        6.903579E-02        
2.014903E+01        -2.621116E+02        2.336162E+01        -1.976059E+00        6.875551E-02        
2.013093E+01        -2.611706E+02        2.327779E+01        -1.968602E+00        6.847635E-02        
2.011285E+01        -2.602329E+02        2.319425E+01        -1.961173E+00        6.819832E-02        
2.009478E+01        -2.592986E+02        2.311101E+01        -1.953772E+00        6.792139E-02        
2.007673E+01        -2.583677E+02        2.302807E+01        -1.946399E+00        6.764558E-02        
